genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-California,7.372,NA,NA,NA,NA,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,5
oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Alaska,6.08,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,238
oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Washington,8.556060344827586,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,116
oncorhynchus tshawytscha,finfish,salmon-chinook (wild),US-Alaska,5.415,NA,NA,NA,NA,karimi,"Zhang XM, Naidu AS, Kelley JJ, Jewett SC, Dasher D, Duffy LK. 2001. Baseline concentrations of total mercury and methylmercury in salmon returning via the Bering Sea (1999-2000). Mar Pollut Bull 42(10):993-997.",72
oncorhyncus keta,finfish,NA,US-pacific northwest,2.8499999999999996,52.6,232.50000000000003,5.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus kisutch,finfish,NA,US-pacific northwest,2.66,48.1,226.9,6.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus kisutch,finfish,NA,US-alaska,10.45,44.4,287.59999999999997,8.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus nerka,finfish,NA,US-pacific northwest,6.46,41.199999999999996,216,9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus nerka,finfish,NA,US-alaska,1.9,38.2,154.7,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus tsawytschs,finfish,NA,US-california,5.510000000000001,50.8,199.4,6.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus tsawytschs,finfish,NA,US-pacific northwest,8.075,57.3,213.3,8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
oncorhyncus tsawytschs,finfish,NA,US-alaska,3.9899999999999998,34.300000000000004,286.8,9.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
ophiodon elongatus,finfish,NA,US-california,12.825,33.5,116.3,8.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
ophiodon elongatus,finfish,NA,US-pacific northwest,4.75,37.7,286.2,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
ophiodon elongatus,finfish,lingcod,US-Alaska,14.0201,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,5
ophiodon elongatus,finfish,lingcod,US-Alaska,41.8,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,215
ophiodon elongatus,finfish,lingcod,US-California,31.729999999999997,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
opisthonema oglinum,finfish,NA,US-Florida,18.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
opisthonema oglinum,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
opsanus beta,finfish,NA,US-Florida,16.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-north atlantic,15.674999999999999,99.2,292,5.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,24.7,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,13.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,11.399999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,18.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
orthopristis chrysoptera,finfish,NA,US-Florida,6.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
osmerus mordax,finfish,smelt-rainbow,Canada-Lake Ontario,1.7403999999999997,NA,NA,NA,NA,karimi,"Jackson TA, Whittle DM, Evans MS, Muir DCG. 2008. Evidence for mass-independent and mass-dependent fractionation of the stable isotopes of mercury by natural processes in aquatic ecosystems. Appl Geochem 23(3):547-571.",2
osmerus mordax,finfish,smelt-rainbow,Lake Michigan,0.7808999999999999,NA,NA,NA,NA,karimi,"Knight HT, Olson LJ. 1974. Mercury distribution in american smelt from Lake Michigan. Am Midl Nat 91(2):451-452.",74
osmerus mordax,finfish,smelt-rainbow,Lake Michigan,2.888,NA,NA,NA,NA,karimi,"Raymond B, Rossmann R. 2009. Total and methyl mercury accumulation in 1994-1995 Lake Michigan lake trout and forage fish. J Gt Lakes Res 35(3):438-446.",62
osmerus mordax,finfish,smelt-rainbow,Great Lakes,3.3249999999999993,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,10
osmerus mordax,finfish,smelt-rainbow,US,4.953571428571429,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,14
panaeus aztecus,crustacean,NA,US-gulf,7.3149999999999995,57.4,330.79999999999995,6.1,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
panaeus setiferus,crustacean,NA,US-south atlantic,9.12,75.1,575.6,6.6000000000000005,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
panaeus setiferus,crustacean,NA,US-gulf,2.7550000000000003,60.8,256.9,7.000000000000001,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
panaulirus interruptus,crustacean,NA,US-california,6.08,54.7,2535.6000000000004,24.5,tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
pandalopsis dispar,crustacean,NA,US-alaska,15.959999999999999,73.4,419.7,14.6,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
pandalus borealis,crustacean,NA,US-north atlantic,0,38,1350,11,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
pandalus borealis,finfish,shrimp-Northern,Canada-Bay of Fundy,2.8499999999999996,NA,NA,NA,NA,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",4
pandalus jordani,crustacean,NA,US-pacific northwest,12.92,65.8,383.5,15.7,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
panopea generosa,mollusc,clams-geoduck,US-Alaska,1.2300000000000002,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,7
panulirus argus,crustacean,NA,US-south atlantic,18.05,59.9,1399.1,9.3,tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
panulirus argus,crustacean,NA,US-gulf,7.9799999999999995,78.2,1917.0000000000002,13.900000000000002,tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
paralichthys albigutta,finfish,NA,US-Florida,12.35,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,29.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,9.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,36.1,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,1.9,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,19,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,37.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,13.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,15.2,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,16.15,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albigutta,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
paralichthys albiguttata,finfish,flounder-gulf,US,12.35,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
paralichthys californicus,finfish,halibut-California,US-California,18.715,NA,NA,NA,NA,karimi,"Fairey R, Taberski K, Lamerdin S, Johnson E, Clark RP, Downing JW, et al. 1997. Organochlorines and other environmental contaminants in muscle tissues of sportfish collected from San Francisco Bay. Mar Pollut Bull 34(12):1058-1071.",1
