ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Caponio F., Summo C., Bilancia M.T., DelCuratolo D., Lestingi A., Laudadio V. (2004). Nutritional value of the lipid fraction of sardines (Sardina pilchardus W.) as a function of total length and fishing period. Industrie Alimentari 43(442): 1295-1301",1025,Sardine_wild_small_size_fillet_raw,Sardina pilchardus,protcnt_g,24.77,finfish,41.87194,41.87194,26.94444444,25,2.79,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,15,20,NA,188,NA,74552,NA,26.875,3.1,900210,NA,May,"Herrings, sardines, anchovies",188,NA,pelagic-neritic,NA,-1,NA,-1,2.79,3.06,0.1,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1030,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.59,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900849,NA,Nov,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1031,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.62,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900843,NA,Feb,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1032,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.65,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900842,NA,Dec,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1033,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.79,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900847,NA,Sep,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1034,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.82,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900848,NA,Oct,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1035,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,19.91,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900844,NA,Apr,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1036,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,20.07,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900845,NA,Jun,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Rebah F.B., Abdelmouleh A., Kammoun W., Yezza A. (2010). Seasonal variation of lipid content and fatty acid composition of Sardinella aurita from Tunisian coast. Journal of the Marine Biological Association of the United Kingdom 90(3): 569-573",1037,Round_sardinella_wild_whole_fish_raw,Sardinella aurita,protcnt_g,20.36,finfish,34.208024,34.208024,28.75,25,3.130000114,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,25,NA,25,NA,188,NA,188,NA,28.75,3.21,900846,NA,Jul,"Herrings, sardines, anchovies",188,NA,reef-associated,NA,-1,NA,0,3.130000114,3.4,0.45,0.3262,NA,NA,NA,NA,229,NA,5217,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",138,NA,Sardinella fimbriata,protcnt_g,17.1,finfish,NA,NA,13,NaN,2.700000048,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),NA,NaN,NA,11,NA,188,NA,188,NA,13,NA,NA,NA,NA,NA,43081,NA,pelagic-neritic,NA,-1,NA,0,2.700000048,NA,NA,0.3026,NA,NA,NA,NA,NA,NA,NA,NA
"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",36,Flat_sardine_wild_skin-on_fillet_raw,Sardinella sp.,protcnt_g,20.69,finfish,4.565474,4.565474,31,31,NaN,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,31,3.4,902199,NA,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",106,Rudd_wild_skinless_fillet_raw,Scardinius erythrophthalmus,protcnt_g,19,finfish,41.53,41.53,51,51,2.89,variable,mainly animals (troph. 2.8 and up),potamodromous,51,NA,20,NA,556,NA,30578,NA,51,2.9,900172,NA,Summer 1987,"Carps, barbels and other cyprinids",NA,NA,benthopelagic,NA,-1,NA,-1,2.89,NA,NA,0.39,NA,NA,NA,NA,2097,NA,6258,NA
"Dincer T., Cakli S., Cadun A. (2010). Comparison of proximate and fatty acid composition of the flesh of wild and cultured fish species. Arch Lebensmittelhyg 61: 12-17",1052,Brown_meagre_wild_fillet_raw,Sciaena umbra,protcnt_g,20.76,finfish,38.483333,38.483333,66.75,57,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,57,25.45,28,NA,3397,NA,3397,NA,66.75,3.99,900307,NA,4/6/2017,Miscellaneous coastal fishes,NA,NA,demersal,NA,-1,NA,0,3.83,3.75,0.5,0.63,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",200,NA,Scoliodon laticaudus,protcnt_g,16.7,finfish,NA,NA,100,NaN,4.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,NA,NA,NA,NA,5450,NA,100,NA,NA,NA,NA,NA,4959,NA,demersal,NA,-1,NA,0,4.11,3.8,0.39,0.66,NA,NA,NA,NA,NA,NA,NA,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1053,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,protcnt_g,20.56,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,64,22.24,30,NA,168,NA,9015,NA,64,3.1,900498,NA,4/4/2017,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1054,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,protcnt_g,20.7,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,52,22.7,30,NA,168,NA,9015,NA,61,3.09,900907,NA,Oct-92,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1055,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,protcnt_g,21.62,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,64,22.24,30,NA,168,NA,9015,NA,64,3.1,900499,NA,10/4/2017,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641",1056,Mackerel_wild_skinless_muscle_tissue_raw,Scomber japonicus,protcnt_g,21.73,finfish,41.630735,41.630735,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,52,NA,30,NA,168,NA,9015,NA,61,3.09,900310,NA,NA,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1057,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,protcnt_g,22.2,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,52,21.4,30,NA,168,NA,9015,NA,61,3.09,900906,NA,May-91,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1058,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,protcnt_g,22.63,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,64,22.24,30,NA,168,NA,9015,NA,64,3.1,900497,NA,1/4/2017,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1059,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,protcnt_g,23.5,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,52,23.5,30,NA,168,NA,9015,NA,61,3.09,900908,NA,Oct-92,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,0,NA,0,3.42,3.38,0.104,0.46,NA,NA,NA,NA,2900,NA,26550,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1066,Chub_mackerel_wild_edible_flesh_raw,Scomber japonicus/colias,protcnt_g,25,finfish,39.019184,39.019184,64,64,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,64,NA,NA,NA,NA,NA,NA,NA,64,3.1,902184,NA,Spring,Miscellaneous pelagic fishes,168,NA,NA,NA,NA,NA,NA,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bhuiyan A.K.M.A., Ratnayake W.M.N., Ackman R.G. (1986). Effect of smoking on the proximate composition of Atlantic mackerel (Scomber scombrus). Journal of Food Science 51(2): 327-329",1060,Atlantic_macerel_wild_fillet_less_skin_raw,Scomber scombrus,protcnt_g,17.5,finfish,44.713712,44.713712,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,46,NA,30,NA,168,NA,35388,NA,56.5,3.18,900698,NA,Oct-82,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,-1,NA,0,3.73,3.63,0.178,0.57,NA,NA,NA,NA,3400,NA,9988,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1061,Atlantic_mackerel_wild_edible_flesh_raw,Scomber scombrus,protcnt_g,18,finfish,39.019184,39.019184,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,46,NA,30,NA,168,NA,35388,NA,56.5,3.18,900466,NA,Fall,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,-1,NA,0,3.73,3.63,0.178,0.57,NA,NA,NA,NA,3400,NA,9988,NA
"Bhuiyan A.K.M.A., Ratnayake W.M.N., Ackman R.G. (1986). Effect of smoking on the proximate composition of Atlantic mackerel (Scomber scombrus). Journal of Food Science 51(2): 327-329",1062,Atlantic_macerel_wild_fillet_less_skin_raw,Scomber scombrus,protcnt_g,18.3,finfish,44.713712,44.713712,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,46,NA,30,NA,168,NA,35388,NA,56.5,3.18,900699,NA,Jun-83,Miscellaneous pelagic fishes,168,NA,pelagic-neritic,NA,-1,NA,0,3.73,3.63,0.178,0.57,NA,NA,NA,NA,3400,NA,9988,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1376,NA,Scomberomorus cavalla,protcnt_g,17.8,finfish,NA,NA,184,NaN,4.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,70,NA,168,NA,9710,NA,184,NA,NA,NA,NA,NA,168,NA,reef-associated,NA,0,NA,0,4.43,4.42,0.291,0.77,NA,NA,NA,NA,4.50E+04,NA,168,NA
"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",1067,Spanish_mackerel_portion_raw,Scomberomorus commerson,protcnt_g,21.5,finfish,9.71212,9.71212,235.625,205,4.380000114,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,205,NA,120,NA,5450,NA,5765,NA,231.25,4.5,900036,NA,Oct-Nov,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,0,NA,0,4.380000114,4.5,0.4,0.74,NA,NA,NA,NA,7.00E+04,NA,5765,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",165,NA,Scomberomorus guttatus,protcnt_g,13,finfish,NA,NA,76,76,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,55,NA,9684,NA,168,NA,76,NA,NA,NA,NA,NA,168,NA,pelagic-neritic,NA,-1,NA,0,4.28,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1068,Spanish_mackerel_wild_fillet_raw,Scomberomorus guttatus,protcnt_g,19.77,finfish,3.144341,3.144341,76,76,4.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,76,NA,55,NA,9684,NA,168,NA,76,4.3,900538,NA,NA,"Tunas, bonitos, billfishes",168,NA,pelagic-neritic,NA,-1,NA,0,4.28,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
"Ruff N., Fitzgerald R.D., Cross T.F., Kerry J.P. Comparative composition and shelf-life of fillets of wild and cultured turbot (Scophthalmus maximus) and Atlantic halibut (Hippoglossus hippoglossus) (2002) Aquaculture International, 10, 241-256",972,Turbot_wild_fillet_without_visible_fat_raw,Scophthalmus maximus,protcnt_g,19.2,finfish,51.896892,51.896892,100,100,3.960000038,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,100,NA,50,70,35388,NA,4703,NA,100,3.05,900407,NA,Aug-00,"Flounders, halibuts, soles",231,NA,demersal,NA,-1,NA,0,3.960000038,4.36,0.044,0.63,NA,NA,NA,NA,2.50E+04,NA,9988,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1073,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,protcnt_g,17.78,finfish,37.966667,37.966667,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,37,NA,15,NA,3397,NA,40637,NA,37,3.9,902283,NA,Jun/Jul 2003,Miscellaneous demersal fishes,NA,NA,demersal,NA,0,NA,0,3.78,3.92,0.169,0.83,NA,NA,NA,NA,870,NA,40637,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1076,Scorpionfish_wild_edible_flesh_raw,Scorpaena scrofa,protcnt_g,19,finfish,39.019184,39.019184,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,50,NA,30,NA,2683,NA,4510,NA,50,4.3,900436,NA,Winter,Miscellaneous demersal fishes,NA,NA,demersal,NA,-1,NA,0,3.95,4.25,0.495,0.61,NA,NA,NA,NA,2960,NA,40637,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1077,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa,protcnt_g,19.39,finfish,37.966667,37.966667,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,50,NA,30,NA,2683,NA,4510,NA,50,4.3,902282,NA,Jun/Jul 2003,Miscellaneous demersal fishes,NA,NA,demersal,NA,-1,NA,0,3.95,4.25,0.495,0.61,NA,NA,NA,NA,2960,NA,40637,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",224,Ocean_perch_wild_fillet_raw,Sebastes caurinus,protcnt_g,17.4,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,93.5,NA,NA,NA,NA,NA,27437,NA,65.25,4.08,901255,NA,NA,Miscellaneous demersal fishes,27302,NA,demersal,NA,0,NA,0,3.68,4.06,0.49,0.59,NA,NA,NA,NA,2740,NA,40637,NA
"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1081,Yellowtail_rockfish_wild_fillet_raw,Sebastes flavidus,protcnt_g,18.78,finfish,46.25,46.25,66,66,3.51,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,66,NA,NA,NA,NA,NA,4925,NA,66,4.1,900979,NA,Aug-77,Miscellaneous demersal fishes,27302,NA,reef-associated,NA,0,NA,0,3.51,4.15,0.55,0.39,NA,NA,NA,NA,2510,NA,40637,NA
"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1090,Black_rockfish_wild_fillet_raw,Sebastes melanops,protcnt_g,19.15,finfish,46.245311,46.245311,63,63,3.9,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,63,NA,NA,NA,NA,NA,27437,NA,63,4.4,900981,NA,Aug-77,Miscellaneous demersal fishes,2011,NA,reef-associated,NA,0,NA,0,3.9,4.38,0,0.67,NA,NA,NA,NA,4800,NA,2850,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",233,Deepwater_redfish_wild_fillet_raw,"Sebastes mentella Travin, 1951_",protcnt_g,18.5,finfish,63.968654,63.968654,33,45.5,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.5,NA,NA,NA,NA,NA,NA,NA,33,3.65,901254,NA,NA,Miscellaneous demersal fishes,9045,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
