sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Pogonias cromis,Gibberula,subtrigona,19,"(Carpenter, 1864)",triangular marginella,NA,NA,NA,NA,2004,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:16.000Z,0,NA,NA,NA,NA,0,ITS-567630,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,425
Pomatomus saltatrix,Strangesta,sheridani,19,"(Brazier, 1875)",NA,NA,NA,NA,NA,2152,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:59.000Z,0,NA,NA,NA,NA,0,AFD-Pul-969,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0273,NA,NA,364
Pomoxis nigromaculatus,Campeloma,rufum,19,"(Haldeman, 1841)",NA,NA,NA,NA,NA,1956,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:55.000Z,0,NA,NA,NA,NA,0,ITS-70319,Animalia-Mollusca-Gastropoda-Architaenioglossa,NA,NA,NA,3388
Protopterus aethiopicus,Branchipodopsis,acanthopenes,19,"(Malhotra & Duda, 1970)",NA,NA,NA,NA,NA,252,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:52.000Z,0,NA,NA,NA,NA,0,ITS-624105,Animalia-Arthropoda-Branchiopoda-Anostraca,NA,NA,NA,8734
Scophthalmus maximus,Limapontia,capitata,899,"(Müller, 1774)",NA,NA,NA,NA,NA,2161,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,0.8,TL,NA,NA,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,This species is a macroalgae herbivore (Ref. 95728).  It is a <i>Zostera</i> epifauna (Ref. 95819).,NA,5,2005-12-11T00:00:00.000Z,247,2014-07-02T00:00:00.000Z,NA,NA,2015-05-11T10:20:27.000Z,0,NA,NA,NA,NA,0,ITS-205213,Animalia-Mollusca-Gastropoda-Sacoglossa,NA,NA,NA,1348
Pseudoplatystoma corruscans,Branchinella,acacioidea,19,"Belk & Sissom, 1992",Hidalgo fairy shrimp,NA,NA,NA,NA,257,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:52.000Z,0,NA,NA,NA,NA,0,ITS-624044,Animalia-Arthropoda-Branchiopoda-Anostraca,NA,NA,NA,8674
Puntius brevis,Ampelisca,macrocephala,3123,"Lilljeborg, 1852",NA,NA,NA,NA,NA,278,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Known on bathyal, infralittoral and circalittoral of the Gulf and estuary (Ref. 87872).  Feeds on detritus (Ref. 96428).",NA,5,2005-12-11T00:00:00.000Z,247,2014-06-27T00:00:00.000Z,NA,NA,2015-05-11T10:19:41.000Z,0,NA,NA,NA,NA,0,ITS-93322,Animalia-Arthropoda-Malacostraca-Amphipoda,NA,NA,NA,22821
Puntius chola,Paranthura,epacris,3113,"Poore, 1984",NA,NA,NA,NA,NA,571,NA,O,NA,NA,0,0,0,0,NA,NA,NA,0,80,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:42.000Z,0,NA,NA,NA,NA,0,ITS-546130,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,10796
Rutilus frisii,Olea,hansineensis,822,"Agersborg, 1923",Hansine seaslug,NA,NA,NA,NA,2163,NA,O,NA,Family Oleidae in Ref. 822.,0,0,0,1,demersal,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,1.29999995231628,TL,NA,NA,822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Assumed maximum length from Ref. 822. Feeds on the egg masses of other species of opisthobranchs (Ref. 822).,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-77999,Animalia-Mollusca-Gastropoda-Sacoglossa,NA,NA,NA,8416
Sardina pilchardus,Hermaea,bifida,3446,"(Montagu, 1815)",NA,NA,NA,NA,NA,2163,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0,2.0,TL,NA,NA,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:20.000Z,0,NA,NA,NA,NA,0,ITS-205215,Animalia-Mollusca-Gastropoda-Sacoglossa,NA,NA,NA,1350
Sciaena umbra,Calliostoma,scalenum,19,"Quinn, 1992",Gulf Stream topsnail,NA,NA,NA,NA,1934,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,25,80,83435,NA,NA,NA,NA,NA,NA,NA,NA,4.06,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:54.000Z,0,NA,NA,NA,NA,0,ITS-567308,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,3,2011-08-12,1707
Scomberomorus commerson,Trochomorpha,melvillensis,19,"Solem, 1988",NA,NA,NA,NA,NA,2154,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:05.000Z,0,NA,NA,NA,NA,0,AFD-Pul-2427,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-1019,NA,NA,121
Scomber colias,Aplidium,rosarium,1134,"Kott, 1992",NA,NA,NA,NA,NA,988,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Benthic, marine; rubble fauna (Ref. 1134).",NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:19:45.000Z,0,NA,NA,NA,NA,0,URM-5207,Animalia-Chordata-Ascidiacea-Enterogona,NA,NA,NA,54736
Scophthalmus maeoticus,Octopus,warringa,19,"Stranks, 1990",NA,NA,NA,NA,NA,1890,Octopodinae,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,low,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,4,2007-06-12T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-556537,Animalia-Mollusca-Cephalopoda-Octopoda,NA,NA,NA,57861
Scophthalmus rhombus,Williamia,radiata,19,"(Pease, 1861)",NA,NA,NA,NA,NA,1964,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,247,2012-02-15T00:00:00.000Z,NA,NA,2015-05-11T10:21:07.000Z,0,NA,NA,NA,NA,0,AFD-Pul-21,Animalia-Mollusca-Gastropoda-Basommatophora,NA,NA,NA,529
Scorpaena porcus,Scaphella,dohrni,19,"(Sowerby III, 1903)",NA,NA,NA,NA,NA,2020,NA,O,NA,NA,0,0,0,0,demersal,NA,NA,137,263,83435,NA,NA,NA,NA,NA,NA,NA,NA,13.8,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:55.000Z,0,NA,NA,NA,NA,0,ITS-568276,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,1758
Scorpaena scrofa,Schwartziella,bouryi,19,"(Desjardin, 1949)",NA,NA,NA,NA,NA,2063,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,0,10,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.3,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:55.000Z,0,NA,NA,NA,NA,0,ITS-568277,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,1759
Sebastes flavidus,Tornatellinops,lidgbirdense,19,"(Iredale, 1944)",NA,NA,NA,NA,NA,2138,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,AFD-Pul-660,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0483,NA,NA,503
Sebastes melanops,Mathilda,amaea,19,"Dall, 1927",NA,NA,NA,NA,NA,1988,NA,O,NA,NA,0,0,0,0,demersal,NA,NA,538,805,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.45,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:30.000Z,0,NA,NA,NA,NA,0,ITS-71330,Animalia-Mollusca-Gastropoda-Heterostropha,NA,3,2011-08-12,3979
Sebastes mentella,Tornatellinops,moohuensis,19,"(Preston, 1913)",NA,NA,NA,NA,NA,2138,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:21:03.000Z,0,NA,NA,NA,NA,0,AFD-Pul-666,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0652,NA,NA,505
Sebastes pinniger,Mathilda,scitula,19,"Dall, 1889",NA,NA,NA,NA,NA,1988,NA,O,NA,NA,0,0,0,0,demersal,NA,NA,18,150,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.8,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:30.000Z,0,NA,NA,NA,NA,0,ITS-71340,Animalia-Mollusca-Gastropoda-Heterostropha,NA,3,2011-08-12,3989
Sebastes viviparus,Hermaeopsis,variopicta,7926,"Costa, 1869",NA,NA,NA,NA,NA,2163,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:20.000Z,0,NA,NA,NA,NA,0,ITS-205218,Animalia-Mollusca-Gastropoda-Sacoglossa,NA,NA,NA,1352
Selaroides leptolepis,Oliva,bollingi,19,"Clench, 1937",NA,NA,NA,NA,NA,2013,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-568023,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,388
Seriolina nigrofasciata,Plesiocystiscus,politulus,19,"(Dall, 1919)",polite marginella,NA,NA,NA,NA,2004,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-568105,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1962
Serranus scriba,Seguenzia,hapala,19,"Woodring, 1928",pygmy seguenzia,NA,NA,NA,NA,1947,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,80,150,3446,NA,NA,NA,NA,NA,NA,NA,NA,0.21,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:56.000Z,0,NA,NA,NA,NA,0,ITS-568279,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,3,2011-08-12,1761
Siganus rivulatus,Lora,cancellata,19,unspecified,NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:28.000Z,0,NA,NA,NA,NA,0,ITS-74768,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4545
Sillago sihama,Lora,nodulosa,19,"(Krause, 1885)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:28.000Z,0,NA,NA,NA,NA,0,ITS-74767,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,4544
Pegusa lascaris,Potamopyrgus,antipodarum,2779,"(Gray, 1853)",NA,Poant_u0.jpg,NA,NA,NA,2046,NA,O,NA,NA,0,1,1,0,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,This species is a surface detritivore (Ref. 95728).,NA,4,2005-12-11T00:00:00.000Z,247,2014-07-02T00:00:00.000Z,NA,NA,2015-05-11T10:20:49.000Z,0,NA,NA,NA,NA,0,ITS-205006,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,1336
Sorubim lima,Hadromastax,merga,3113,"Bruce, 1988",NA,NA,NA,NA,NA,538,NA,O,NA,NA,0,0,0,0,NA,NA,NA,155,155,3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-06-24T00:00:00.000Z,NA,NA,2015-05-11T10:20:18.000Z,0,NA,NA,NA,NA,0,ITS-544569,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,12144
Sparus aurata,Haedropleura,septangularis,7797,"(Montagu, 1803)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,29,2005-12-11T00:00:00.000Z,NA,2010-11-15T00:00:00.000Z,NA,NA,2015-05-11T10:20:18.000Z,0,NA,NA,NA,NA,0,ITS-205127,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1164
Sphyraena chrysotaenia,Porcellio,cytherus,19,"Strouhal, 1937",NA,NA,NA,NA,NA,579,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:48.000Z,0,NA,NA,NA,NA,0,ITS-596324,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,16905
Sphyraena sphyraena,Solariorbis,infracarinatus,19,"(Gabb, 1881)",NA,NA,NA,NA,NA,2077,NA,O,NA,"Also Florida Pliocene; record from Chesapeake Bay, Virginia by Wass (1972: 125) needs confirmation (Ref. 83435).",0,0,0,1,benthic,NA,NA,0,66,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.2,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-568290,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,1765
