asfis_scientific_name,food_name_in_english,taxonkey,lwa,lwb,slmax,slmax_nov28,slmax_source,tl,tl_se,tl_nov28,tlse_nov28,number,sci_name,food_item_id,subgroup,country_region,type,isscaap,isscaap_cat,habitat,x3_alpha,food_name_in_own_language,processing,asfis_english_name,season,other,latitude,abs_lat,length_from_study,length_3,n_x,water_g,fat_g,fatce_g,fat_g_2,fasat_g,fams_g,fapu_g,faun_g,fatrn_g,facid_g,fapun3_g,fapun6_g,fapun9_g,epa_g,dha_g,food_item_id_2,max_length_study,comments_on_data_processing_methods_y,publication_year,biblioid_y,compiler,edible,enerc_kj_original,enerc_kcal_original,enera_kcal,dm_g,water_g_2,xn,nt_g,protcnt_g,protcnp_g,prot_g,npro_g,nnp_mg,fat_g_3,fatce_g_2,fat_g_1,fasat_g_2,fams_g_2,fapu_g_2,faun_g_2,ca_mg,fe_mg,id_mcg,k_mg,mg_mg,mn_mg,se_mcg,hg_mcg,pb_mcg,sr_mcg,retol_mcg,retol13_mcg,retoldh_mcg,retolsum_mcg,carta_mcg,cartb_mcg,atx_mcg,zea_mcg,cartoid_mcg,chocal_mcg,tocpha_mg,vitb6a_mg,vitb12_mcg,vitc_mg,zn_mg,food_name_clean,database,nutrient_ref,biblioid
Boops boops,"Bogue, wild, fillet, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,96,Boops boops,900320,Finfish,"Turkey, local fish market _Meiterranean and Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,NA,r,Bogue,NA,NA,38.963745,38.963745,NA,NA,NA,NA,3.64,NA,NA,1.05075776,0.8783424,0.894608,0.43266496,NA,NA,0.8458112,0.040338688,NA,0.165583808,0.60833344,900320,NA,FA converted using XFA,2007,fi66,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,NA,NA,1.05,0.88,0.89,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_wild_fillet_raw,NA,NA,NA
Boops boops,"Bogue seabream, wild, edible flesh, raw",600203,0.0097,3.0,30.0,NA,NA,3.0,0.03,NA,NA,98,Boops boops,900415,Finfish,"Greece, Aegean Sea",W,33,Miscellaneous coastal fishes,marine,BOG,Gopa,r,Bogue,NA,NA,39.019184,39.019184,NA,NA,NA,NA,NA,NA,1.17,0.29406910000000003,0.4458467,0.2086942,tr,NA,NA,NA,NA,NA,0.0569166,0.1138332,900415,NA,"mean of lipid value _spring, fall, winter used for FA calculation; FAT- _analyzed according to AOAC 1975; FA converted using XFA; FA tr= <0.1g/100g fillet",1995,fi80,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.29,0.45,0.21,tr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bogue_seabream_wild_edible_flesh_raw,NA,NA,NA
Bothus podus,"Wide-eyed flounder, wild, fillet, raw",NA,0.00912,3.02,45.0,NA,http://www.fishbase.org/summary/Bothus-podas.html,3.4,0.5,NA,NA,104,Bothus podus,900332,Finfish,"Turkey, Mediterranean Sea",W,31,"Flounders, halibuts, soles",marine,OUB,NA,r,Wide-eyed flounder,NA,NA,37.370157,37.370157,NA,NA,1,NA,0.47,NA,NA,0.107355614,0.037545997,0.155972461,0.015435928,NA,NA,0.110581976,0.005661949,NA,0.025146645,0.08477108,900332,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,0.11,0.04,0.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wide-eyed_flounder_wild_fillet_raw,NA,NA,NA
Brama japonica,"Pomfret, wild, fillet, raw",NA,0.01905,2.94,61.0,NA,http://www.fishbase.org/summary/Brama-japonica.html,4.4,0.5,NA,NA,106,Brama japonica,900839,Finfish,"USA, AK, Gulf of Alaska",W,37,Miscellaneous pelagic fishes,marine,BPQ,NA,r,Pacific pomfret,NA,NA,57.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900839,NA,NA,1984,fi125,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,0.29,NA,311.5,28.7,0.01,NA,11.4,NA,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3635,Pomfret_wild_fillet_raw,NA,NA,NA
Branchiostegidae,"Gulf bareye tilefish, wild, edible portion, raw",NA,0.00832,3.11,60.0,NA,http://www.fishbase.se/summary/986,3.8,0.59,NA,NA,126,Caulolatilus intermedius,900964,Finfish,"Mexico, Veracruz, Gulf of Mexico",W,34,Miscellaneous demersal fishes,marine,TIS,NA,r,NA,Sep-94,NA,19.173773,19.173773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900964,NA,"FAT- _analyzed according to AOAC 1990, method 932.02",1998,fi149,DR,NA,NA,NA,113.0,NA,77.8,NA,NA,16.0,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulf_bareye_tilefish_wild_edible_portion_raw,NA,NA,NA
Brevoortia aurea,"Brazilian menhaden, adult fish, muscle flesh, middle portion, raw",NA,0.00741,3.05,26.0,NA,http://www.fishbase.org/summary/1587,2.75,0.31,NA,NA,107,Brevoortia aurea,900884,Finfish,"Brazil, S†o Paulo, Santos cost",W,35,"Herrings, sardines, anchovies",marine,MHS,Savelha,r,Brazilian menhaden,NA,NA,-23.372169,23.372169,NA,NA,NA,NA,9.64,NA,NA,2.47748,2.30396,NA,NA,NA,NA,3.83672,0.51092,NA,1.11824,2.38108,900884,NA,NA,2007,fi131,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,NA,NA,2.48,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazilian_menhaden_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA
Brevoortia spp,"Brazilian menhaden, wild, fillet, raw",NA,0.00741,3.05,26.0,NA,http://www.fishbase.org/summary/1587,2.8,0.31,NA,NA,108,Brevoortia spp.,902187,Finfish,"Uruguay, RÍo de la Plata",W,35,"Herrings, sardines, anchovies",marine,MVX,Lacha,r,Menhadens nei,Dec 1991-Jan 1992 _Summer,NA,-34.941407,34.941407,NA,NA,1,NA,13.6,NA,NA,3.8139232,3.13645,4.7548582,NA,NA,NA,NA,NA,NA,1.2169426,1.5180418,902187,NA,FA converted using XFA,1996,fi95,DR,NA,NA,NA,NA,NA,NA,6.25,NA,19.4,NA,NA,NA,NA,13.6,NA,NA,3.81,3.14,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brazilian_menhaden_wild_fillet_raw,NA,NA,NA
Brosme brosme,"Tusk, wild, skinless fillet, raw",NA,0.00457,3.13,120.0,NA,http://www.fishbase.org/summary/51,4.0,0.42,NA,NA,109,Brosme brosme,900646,Finfish,"Unknown, West of Shetland Islands",W,32,"Cods, hakes, haddocks",marine,USK,NA,r,Tusk_=Cusk,01-Sep,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",60.529651,60.529651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900646,NA,NA,2006,fi105,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,Tusk_wild_skinless_fillet_raw,NA,NA,NA
Brosme brosme,"Tusk, wild, skinless fillet, raw",NA,0.00457,3.13,120.0,NA,http://www.fishbase.org/summary/52,4.0,0.42,NA,NA,110,Brosme brosme,900647,Finfish,"Unknown, West of Shetland Islands",W,32,"Cods, hakes, haddocks",marine,USK,NA,r,Tusk_=Cusk,01-Sep,"fishing areas: North Atlantic, North Sea, Barents Sea, Baltic Sea",60.529651,60.529651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900647,NA,NA,2006,fi105,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,Tusk_wild_skinless_fillet_raw,NA,NA,NA
Brycon orbignyanus,"Piracanjuba, wild, fillet, raw",NA,NA,NA,79.5,NA,NA,2.5,0.3,NA,NA,112,Brycon orbignyanus,900687,Finfish,"Brazil, Porto Primavera dam, Paranˆ river",W,13,Miscellaneous freshwater fishes,freshwater,BNO,Piracanjuba,r,NA,Sep-Dec 1999,NA,18.327778,18.327778,NA,NA,3,73.15,3.56,NA,NA,1.13153888,NA,0.228532712,NA,NA,NA,0.097261488,0.110611104,NA,0.015256704,0.03337404,900687,NA,PROT- _analyzed according to AOAC 1998; FA converted using XFA,2001,fi108,DR,NA,NA,NA,NA,NA,73.15,NA,NA,NA,NA,18.94,NA,NA,3.56,NA,NA,1.13,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Piracanjuba_wild_fillet_raw,NA,NA,NA
Callinectes sapidus,"Blue crab, wild, body meat, raw",NA,NA,NA,23.0,NA,NA,4.0,0.64,NA,NA,113,Callinectes sapidus,901198,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,"Crabs, sea-spiders",marine,CRB,NA,r,Blue crab,01-Jul,"mean length and weight: 4.85cm, 73.28g",36.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901198,4.85,NA,2003,fi221,DR,NA,NA,NA,NA,NA,81.58,6.25,NA,14.71,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_crab_wild_body_meat_raw,NA,NA,NA
Callinectes sapidus,"Blue crab, wild, claw meat, raw",NA,NA,NA,23.0,NA,NA,4.0,0.64,NA,NA,114,Callinectes sapidus,901197,Crustacean,"Turkey, Gulf of Antalya, Mediterranean Sea",W,42,"Crabs, sea-spiders",marine,CRB,NA,r,Blue crab,01-Jul,"mean length and weight: 4.85cm, 73.28g",36.5,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901197,4.85,NA,2003,fi221,DR,NA,NA,NA,NA,NA,83.1,6.25,NA,15.0,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_crab_wild_claw_meat_raw,NA,NA,NA
Caranx crysos,"Blue runner, wild, fillet, raw",NA,0.01788,2.95,70.0,NA,http://www.fishbase.org/summary/Caranx-crysos.html,4.4,0.8,NA,NA,118,Caranx chrysos,900333,Finfish,"Turkey, Mediterranean Sea",W,37,Miscellaneous pelagic fishes,marine,RUB,NA,r,Blue runner,NA,NA,37.370157,37.370157,NA,NA,1,NA,6.17,NA,NA,2.010795102,1.054235958,2.103981028,0.444597912,NA,NA,1.693064776,0.396320866,NA,0.34804382,1.319759711,900333,NA,FA converted using XFA,2009,fi67,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17,NA,NA,2.01,1.05,2.1,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_runner_wild_fillet_raw,NA,NA,NA
Caranx crysos,"Blue runner, adult fish, muscle flesh, middle portion, raw",NA,0.01788,2.95,70.0,NA,http://www.fishbase.org/summary/Caranx-crysos.html,4.4,0.8,NA,NA,119,Caranx crysus,900876,Finfish,"Brazil, S†o Paulo, Santos cost",W,37,Miscellaneous pelagic fishes,marine,RUB,Xerelete,r,Blue runner,NA,NA,-23.372169,23.372169,NA,NA,NA,NA,18.8,NA,NA,6.768,4.5684,NA,NA,NA,NA,5.9032,1.0152,NA,1.222,3.7036,900876,NA,NA,2007,fi131,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,6.77,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_runner_adult_fish_muscle_flesh_middle_portion_raw,NA,NA,NA
Carassius carassius,"Crucian carp, wild, skinless fillet, raw",NA,0.01905,3.04,64.0,NA,http://www.fishbase.org/summary/270,3.1,0.24,NA,NA,120,Carassius carassius,900162,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,FCC,NA,r,Crucian carp,Summer 1987,"mean length and weight: 18cm, 200g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900162,18.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,79,6.25,NA,18.0,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,59.0,0.9,NA,500.0,53.0,0.06,NA,8,10,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,Crucian_carp_wild_skinless_fillet_raw,NA,NA,NA
Carassius carassius,"Crucian carp, wild, skinless fillet, raw",NA,0.01905,3.04,64.0,NA,http://www.fishbase.org/summary/272,3.1,0.24,NA,NA,122,Carassius carassius,900163,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,FCC,NA,r,Crucian carp,Summer 1988,"mean length and weight: 17cm, 190g",41.53,41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900163,17.0,NA,1989,fi32,DR,NA,NA,NA,NA,NA,80,6.25,NA,18.0,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,57.0,0.8,NA,400.0,56.0,0.04,NA,8,40,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,Crucian_carp_wild_skinless_fillet_raw,NA,NA,NA
Carassius carassius,"Crucian carp, wild, skinless, boneless fillet, raw",NA,0.01905,3.04,64.0,NA,http://www.fishbase.org/summary/271,3.1,0.24,NA,NA,121,Carassius carassius,900228,Finfish,"Greece, Evros River",W,11,"Carps, barbels and other cyprinids",freshwater,FCC,NA,r,Crucian carp,Jul-Aug 1987,mean weight of fish: 180g,41.53,41.53,NA,NA,NA,79,1.5,NA,NA,0.4334925,NA,NA,NA,NA,NA,0.155806,0.118111,NA,0.07539,0.05026,900228,NA,FA converted using XFA,1991,fi47,DR,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crucian_carp_wild_skinless_boneless_fillet_raw,NA,NA,NA
Carcharhinus limbatus,"Blacktip shark, wild, fillet _along dorsal line, raw",600874,0.00614,3.00999999,226.0,NA,NA,4.24,0.69,NA,NA,123,Carcharhinus limbatus,901033,Finfish,"Unknown, Gulf of Mexico",W,38,"Sharks, rays, chimaeras",marine,CCL,NA,r,Blacktip shark,Jun _Summer 1990,weight: 2100-3100g,25.304304,25.304304,NA,NA,3,76.9,0.4598,NA,NA,0.0912,0.0553,0.13,NA,NA,0.29,0.0889,0.0396,NA,0.01,0.0577,901033,NA,NA,1994,fi166,DR,NA,NA,NA,NA,NA,76.9,NA,3.88,24.3,NA,NA,NA,NA,0.46,NA,NA,0.09,0.06,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blacktip_shark_wild_fillet_along_dorsal_line_raw,NA,NA,NA
Carcinus maenas,"Green crab, wild, claw meat, raw",NA,NA,NA,10.0,NA,http://nas.er.usgs.gov/queries/factsheet.aspx?SpeciesID=190,NA,NA,NA,NA,124,Carcinus maenus,901017,Crustacean,"USA, ME, Atlantic Ocean, Gulf of Maine",W,42,"Crabs, sea-spiders",marine,CRG,NA,r,Green crab,Nov-00,NA,43.133595,43.133595,NA,NA,3,79,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.154,0.115,901017,NA,NA,2002,fi164,DR,NA,NA,NA,NA,NA,79,NA,NA,16.8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Green_crab_wild_claw_meat_raw,NA,NA,NA
Catostomus commersoni,"White sucker, wild, fillet, raw",NA,0.01259,2.99,65.0,NA,http://www.fishbase.org/summary/2965,2.8,0.4,NA,NA,125,Catostomus commersoni,900919,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,11,"Carps, barbels and other cyprinids",freshwater,ATO,NA,r,White sucker,NA,NA,42.740759,42.740759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900919,NA,NA,1980,fi141,DR,NA,NA,NA,NA,NA,NA,6.25,NA,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White_sucker_wild_fillet_raw,NA,NA,NA
Centrophorus squamosus,"Leafscale gulper shark, wild, dorsal muscle, raw",NA,0.00288,3.15,164.0,NA,http://www.fishbase.org/summary/653,4.22,0.61,NA,NA,127,Centrophorus squamosus,900078,Finfish,"Unknown, Hatton Bank, North Atlantic",W,38,"Sharks, rays, chimaeras",marine,GUQ,NA,r,Leafscale gulper shark,NA,NA,57.596278,57.596278,NA,NA,NA,82.3,0.99,NA,NA,0.158163742,0.198758582,0.423825743,NA,NA,NA,0.364416756,NA,NA,0.019594817,0.309691789,900078,NA,FA converted using XFA,2005,fi11,DR,NA,NA,NA,NA,NA,82.3,6.25,NA,20.0,NA,NA,NA,NA,0.99,NA,NA,0.16,0.2,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leafscale_gulper_shark_wild_dorsal_muscle_raw,NA,NA,NA
Centroscyllium fabricii,"Black dogfish, wild, dorsal muscle, raw",600656,9e-4,3.420000076,82.0,NA,NA,3.9,0.63,NA,NA,128,Centroscyllium fabricii,900077,Finfish,"Unknown, Hatton Bank, North Atlantic",W,38,"Sharks, rays, chimaeras",marine,CFB,NA,r,Black dogfish,NA,NA,57.596278,57.596278,NA,NA,NA,84.1,0.7,NA,NA,0.09125689,0.13267701,0.2861661,NA,NA,NA,0.24224649,NA,NA,0.02412773,0.19725567,900077,NA,FA converted using XFA,2005,fi11,DR,NA,NA,NA,NA,NA,84.1,6.25,NA,17.1,NA,NA,NA,NA,0.7,NA,NA,0.09,0.13,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Black_dogfish_wild_dorsal_muscle_raw,NA,NA,NA
Centroscymnus coelolepis,"Portuguese dogfish, wild, dorsal muscle, raw",600662,0.0043,3.119999886,120.0,NA,NA,4.2,0.42,NA,NA,129,Centroscymnus coelolepis,900076,Finfish,"Unknown, Hatton Bank, North Atlantic",W,38,"Sharks, rays, chimaeras",marine,CYO,NA,r,Portuguese dogfish,NA,NA,57.596278,57.596278,NA,NA,NA,79.9,0.95,NA,NA,0.11343521,0.273032455,0.356882335,NA,NA,NA,0.302915125,NA,NA,0.0223005,0.246420525,900076,NA,FA converted using XFA,2005,fi11,DR,NA,NA,NA,NA,NA,79.9,6.25,NA,20.8,NA,NA,NA,NA,0.95,NA,NA,0.11,0.27,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Portuguese_dogfish_wild_dorsal_muscle_raw,NA,NA,NA
Cephalopholis taeniops,"Bluespotted seabass, white muscle flesh, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4936,4.4,0.8,NA,NA,130,Cephalopholis taeniops,900297,Finfish,Senegal _Senegalese waters; samples from local fish market of Dakar,W,33,Miscellaneous coastal fishes,marine,EFA,NA,r,Bluespotted seabass,"Jan, Jul-Oct 1993",NA,14.764504,14.764504,NA,NA,NA,80,1.3,NA,NA,0.5285306,0.3273894,0.1979315,0.0224679,NA,NA,0.1840228,NA,NA,0.0513552,0.0995007,900297,NA,FA converted using XFA,2002,fi58,DR,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,0.53,0.33,0.2,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bluespotted_seabass_white_muscle_flesh_raw,NA,NA,NA
Cephalopholis taeniops,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4937,4.4,0.8,NA,NA,131,Cephalopholis taeniops,900611,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,EFA,Coq rouge,r,Bluespotted seabass,Jan,"26-28cm length, 320-900g weight; 9-16 months old",18.1,18.1,28.0,21952.0,5,NA,1.31,NA,NA,0.552134068,0.296356558,0.191887094,NA,NA,NA,0.177641258,0.014245836,NA,0.052018886,0.100152544,900611,28.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,0.55,0.3,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
Cephalopholis taeniops,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4938,4.4,0.8,NA,NA,132,Cephalopholis taeniops,900612,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,EFA,Coq rouge,r,Bluespotted seabass,Mar,"26-28cm length, 320-900g weight; 9-16 months old",18.1,18.1,28.0,21952.0,5,NA,0.82,NA,NA,0.301263658,0.177535924,0.11756934,NA,NA,NA,0.110042414,0.007526926,NA,0.051755392,0.044539496,900612,28.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,0.3,0.18,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
Cephalopholis taeniops,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4939,4.4,0.8,NA,NA,133,Cephalopholis taeniops,900613,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,EFA,Coq rouge,r,Bluespotted seabass,May,"26-28cm length, 320-900g weight; 9-16 months old",18.1,18.1,28.0,21952.0,5,NA,0.79,NA,NA,0.26376708,0.191112319,0.126180468,NA,NA,NA,0.117982302,0.008198166,NA,0.06891212,0.036535305,900613,28.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,0.26,0.19,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
Cephalopholis taeniops,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4940,4.4,0.8,NA,NA,134,Cephalopholis taeniops,900614,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,EFA,Coq rouge,r,Bluespotted seabass,Jul,"26-28cm length, 320-900g weight; 9-16 months old",18.1,18.1,28.0,21952.0,5,NA,0.72,NA,NA,0.20674516,0.170102092,0.117226092,NA,NA,NA,0.10866018,0.008565912,NA,0.066095,0.031884228,900614,28.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,0.21,0.17,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
Cephalopholis taeniops,"Blue spotted sea bass, wild, dorsal muscle fillet, skin-on, raw",NA,0.01,3.09,70.0,NA,http://www.fishbase.org/summary/4941,4.4,0.8,NA,NA,135,Cephalopholis taeniops,900615,Finfish,"Mauritania, Nouakchott, local fish market",W,33,Miscellaneous coastal fishes,marine,EFA,Coq rouge,r,Bluespotted seabass,Sep,"26-28cm length, 320-900g weight; 9-16 months old",18.1,18.1,28.0,21952.0,5,NA,1.15,NA,NA,0.396623675,0.273870275,0.199102295,NA,NA,NA,0.18599,0.013112295,NA,0.12182345,0.04575354,900615,28.0,FA converted using XFA,2011,fi104,DR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,0.4,0.27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blue_spotted_sea_bass_wild_dorsal_muscle_fillet_skin-on_raw,NA,NA,NA
