ref_info,updated_ref_info,seanuts_id2,species_name,nutrient,concentration,country_region,latitude_details,latitude,longitude,weight_from_study_g,length_from_study,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1753,Ostrea edulis,ca_mg,23.6017,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1754,Ostrea edulis,ca_mg,23.3905,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1755,Ostrea edulis,ca_mg,25.8339,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1756,Ostrea edulis,ca_mg,30.2673,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1757,Ostrea edulis,ca_mg,44.7876,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1758,Ostrea edulis,ca_mg,54.8653,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1759,Ostrea edulis,ca_mg,20.1334,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1753,Ostrea edulis,fat_g,2.04,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1754,Ostrea edulis,fat_g,1.92,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1755,Ostrea edulis,fat_g,2.4,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1756,Ostrea edulis,fat_g,5.51,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1757,Ostrea edulis,fat_g,1.47,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1758,Ostrea edulis,fat_g,2.04,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1759,Ostrea edulis,fat_g,1.69,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1753,Ostrea edulis,fe_mg,1.7316,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1754,Ostrea edulis,fe_mg,4.0374,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1755,Ostrea edulis,fe_mg,2.1842,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1756,Ostrea edulis,fe_mg,5.2411,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1757,Ostrea edulis,fe_mg,1.349,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1758,Ostrea edulis,fe_mg,3.9096,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1759,Ostrea edulis,fe_mg,2.1565,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1753,Ostrea edulis,protein_g,9.28,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1754,Ostrea edulis,protein_g,9.09,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1755,Ostrea edulis,protein_g,10.3,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1756,Ostrea edulis,protein_g,9.74,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1757,Ostrea edulis,protein_g,9.32,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1758,Ostrea edulis,protein_g,8.71,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1759,Ostrea edulis,protein_g,6.85,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1753,Ostrea edulis,zn_mg,19.2468,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1754,Ostrea edulis,zn_mg,86.2042,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1755,Ostrea edulis,zn_mg,58.7299,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1756,Ostrea edulis,zn_mg,29.0114,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1757,Ostrea edulis,zn_mg,41.8197,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1758,Ostrea edulis,zn_mg,49.6959,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Erkan, Nuray, Özkan Özden, and Şafak Ulusoy. ""Seasonal micro-and macro-mineral profile and proximate composition of oyster (Ostrea edulis) analyzed by ICP-MS."" Food analytical methods 4.1 (2011): 35-40.",,1759,Ostrea edulis,zn_mg,26.9619,The oysters (O. edulis) of commercial importance were chosen and purchased from the Istanbul local fish market during the catching season (from December 2006 to November 2007).,,41.008238,28.978359,,,
"Ersoy B., Özeren A. (2009). The effect of cooking methods on mineral and vitamin contents of African catfish. Food Chemistry 115: 419-422",,1359,Clarias gariepinus,fat_g,5.02,"African catfish (Clarias gariepinus), with a length and weight of 25–30 cm and 250–300 g, were obtained from the Fish Bazaar in Hatay, Turkey",,41.008238,28.978359,275,27.5,
"Ersoy B., Özeren A. (2009). The effect of cooking methods on mineral and vitamin contents of African catfish. Food Chemistry 115: 419-422",,1359,Clarias gariepinus,protcnt_g,16.2,"African catfish (Clarias gariepinus), with a length and weight of 25–30 cm and 250–300 g, were obtained from the Fish Bazaar in Hatay, Turkey",,41.008238,28.978359,275,27.5,
