ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1069,adult_fish_muscle_flesh_middle_portion_raw,Scomber colias,fapun3,1.4227,finfish,23.372169,-23.372169,64,64,3.91,NA,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1053,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,fapun3,0.328866328,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1054,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,fapun3,2.0671222,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1055,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,fapun3,0.177930858,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Di Monaco R., Cavella S., Masi P., Sevi A., Caroprese M., Marzano A., Conte A., Del Nobile M.A. (2009). Blue fish burgers: nutritional characterisation and sensory optimisation. International Journal of Food Science and Technology 44: 1634-1641",1056,Mackerel_wild_skinless_muscle_tissue_raw,Scomber japonicus,fapun3,0.348720828,finfish,41.630735,41.630735,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1057,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,fapun3,0.40986955,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Celik M. (2008). Seasonal changes in the proximate chemical composition and fatty acids of chub mackerel (Scomber japonicus) and horse mackerel (Trachurus trachurus) from the north eastern Mediterranean Sea. International Journal of Food Science and Technology 43: 933-938,1058,Chub_mackerel_wild_skinless_fillet_raw,Scomber japonicus,fapun3,0.038256012,finfish,36.5817,36.5817,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631",1059,Chub_mackerel_wild_fillet_frozen,Scomber japonicus,fapun3,2.20314846,finfish,25.304304,25.304304,62.28571429,57.14285714,3.42,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1293,NA,Scomber scombrus,fapun3,0.40952608,finfish,38.963745,NA,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,Turkey,"approximate location used, actual location unknown",38.963745,35.243322,NA,NA,NA,38.963745
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1314,NA,Scomber scombrus,fapun3,2.585,finfish,NA,NA,57.45454545,46,3.73,variable,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1376,NA,Scomberomorus cavalla,fapun3,0.63998,finfish,19.432608,NA,184,NaN,4.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",1341,NA,Scomberomorus commerson,fapun3,0.522906302,finfish,4.210484,NA,235.625,205,4.3800001139999996,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,The samples were obtained from local market  in Malaysia and were procured at four different times to obtain four replicates.,"approximate location used, actual location unknown",4.210484,101.975766,NA,NA,NA,4.210484
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1070,Turbot_wild_fillet_raw,Scophthalmus maeoticus,fapun3,0.4108416,finfish,38.963745,38.963745,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1074,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,fapun3,0.13377378,finfish,37.966667,37.966667,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1075,Black_scorpionfish_wild_fillet_raw,Scorpaena porcus,fapun3,0.13721316,finfish,37.966667,37.966667,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1333,NA,Scorpaena porcus,fapun3,0.89,finfish,NA,NA,37,37,3.78,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1078,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa,fapun3,0.088606632,finfish,37.966667,37.966667,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1079,Red_scorpionfish_wild_fillet_raw,Scorpaena scrofa,fapun3,0.086935736,finfish,37.966667,37.966667,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1080,Red_scorpion_fish_wild_fillet_raw,Scorpaena scrofa,fapun3,0.2474227,finfish,38.963745,38.963745,50,50,3.95,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1324,NA,Scyliorhinus canicula,fapun3,0.195,finfish,NA,NA,100,NaN,3.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1084,Ocean_perch_wild_fillet_raw,Sebastes caurinus,fapun3,0.374372637,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1085,Ocean_perch_wild_fillet_raw,Sebastes caurinus,fapun3,0.834621088,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1086,Ocean_perch_wild_fillet_raw,Sebastes caurinus,fapun3,0.515919511,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1087,Ocean_perch_wild_fillet_raw,Sebastes caurinus,fapun3,0.7181556,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",1089,Ocean_perch_wild_fillet_raw,Sebastes caurinus,fapun3,0.506748165,finfish,63.968654,63.968654,65.25,93.5,3.68,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",1094,Canary_rock_Fish_wild_skinless_fillet_raw,Sebastes pinniger,fapun3,0.995782263,finfish,53.726668,53.726668,74.91666667,72.75,3.8,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osman H., Suriah A.R., Law E.C. (2001). Fatty acid composition and cholesterol content of selected marine fish in Malaysian waters. Food Chemistry 73: 55-60",1350,NA,Selaroides leptolepis,fapun3,2.161669125,finfish,4.210484,NA,21.25,16,3.609999895,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NA,NA,The samples were obtained from local market  in Malaysia and were procured at four different times to obtain four replicates.,"approximate location used, actual location unknown",4.210484,101.975766,NA,NA,NA,4.210484
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1380,NA,Selene vomer,fapun3,0.82865,finfish,19.432608,NA,48.3,48.3,3.67,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1102,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fapun3,0.558657536,mollusc,34.553128,34.553128,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1103,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fapun3,0.445189,mollusc,34.553128,34.553128,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1104,Common_cuttlefish_wild_fillet_raw,Sepia officinalis,fapun3,0.391820987,mollusc,37.966667,37.966667,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reale A., Ziino M., Ottolenghi F., Pelusi P., Romeo V., Condurso C., Sanfilippo M. (2006). Chemical composition and nutritional value of some marine species from the Egadi Islands. Chemistry and Ecology 22(Suppl 1): 173-179",1105,Common_cuttlefish_wild_fillet_raw,Sepia officinalis,fapun3,0.515867539,mollusc,37.966667,37.966667,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ozogul Y., Duysak O., Ozogul F., Özkütük A.S., Türeli C. (2008). Seasonal effects in the nutritional quality of the body structural tissue of cephalopods. Food Chemistry 108: 847-852",1106,Common_cuttlefish_wild_mantle_flesh_raw,Sepia officinalis,fapun3,0.331030464,mollusc,34.553128,34.553128,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1663,NA,Sepia officinalis,fapun3,0.261,mollusc,NA,NA,28,28,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1112,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.35836625,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1113,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.341798814,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1114,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.388426652,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1115,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.347178302,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1116,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.36498875,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",1117,Painted_comber_wild_dorsal_muscle_fillet_skin-on_raw,Serranus scriba,fapun3,0.45420706,finfish,18.1,18.1,36,36,3.58,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrade A.D., Rubira A.F., Matsushita M., Souza N.E. (1995). ω3 fatty acids in freshwater fish from South Brazil. JAOCS 72(10): 1207-1210",1287,NA,Serrasalmus emarginatus,fapun3,0.075447027,finfish,23.421,NA,NaN,27,3.55,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"The fish studied were purchased fresh from fish markets in Maringa, Parana, Brazil",NA,-23.421,-51.933056,NA,NA,NA,23.421
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1297,NA,Siganus rivulatus,fapun3,0.24253878,finfish,38.963745,NA,27,27,2,browsing on substrate,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,Turkey,"approximate location used, actual location unknown",38.963745,35.243322,NA,NA,NA,38.963745
