Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,BodyShapeI
Illex illecebrosus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,pelagic,1000,27,Illex illecebrosus,Illex illecebrosus,0.988,NA,marine,c357,Illex illecebrosus,Mollusc,Northern Shortfin Squid,muscle,"Northern Shortfin Squid, muscle",NA,NA,NA,NA,NA,17.3,1.7,27,NA,NA,NA,NA,NA,NA
Illex illecebrosus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,pelagic,1000,27,Illex illecebrosus,Illex illecebrosus,0.988,NA,marine,c359,Illex illecebrosus,Mollusc,Northern Shortfin Squid,muscle,"Northern Shortfin Squid, muscle",NA,NA,NA,0.27,0.64,NA,NA,55,NA,NA,NA,NA,NA,NA
Katharina tunicata,NA,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2,temperate,benthic,40,13,Katharina turnicata,Katharina turnicata,0.75,NA,marine,c361,Katharina tunicata,Mollusc,Black Katy Chiton,muscle,"Black Katy Chiton, muscle",121,16,NA,NA,NA,17.1,1.6,19,NA,NA,NA,NA,NA,NA
Littorina littorea,NA,plants/detritus+animals (troph. 2.2-2.79),grazing on aquatic plants,2,temperate,benthic,60,4.2,Littorina littorea,Littorina littorea,0.988,NA,brackmarine,c371,Littorina littorea,Mollusc,Common Periwinkle,whole,"Common Periwinkle, whole",NA,1.51,NA,NA,NA,18.2,2.4,27,NA,NA,NA,NA,NA,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,af135,Loligo vulgaris,Mollusc,European squid,NA,"Squid, edible flesh raw/frozen",NA,NA,NA,0.068,0.167,NA,1.33,fi45,Unknown,NA,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,0901439,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,af831,Loligo vulgaris,Mollusc,European squid,NA,"Squid, edible flesh (mantle, arms), raw",13.6,0.17,1.26,NA,NA,NA,NA,fi241,"Unknown, North-eastern Atlantic",May-Sep,NA,2009,0902135,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,af904,Loligo vulgaris,Mollusc,European squid,NA,"European squid, mantle flesh, raw",17.5,0.2,1.1,NA,NA,16.2,1.1,fi244,Unknown,NA,NA,2007,0902208,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc1029,Loligo vulgaris,Mollusc,European squid,NA,"Common squid, edible portion (gutted), raw",NA,NA,NA,0.318510208,0.705690048,19.71,2.22,fi173,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",Nov,FA converted using XFA; FA tr= <0.05% of FACID,2004,0901048,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc1175,Loligo vulgaris,Mollusc,European squid,NA,"European squid, wild, mantle flesh, raw",NA,NA,NA,0.11869732,0.3841656,18.6,1.34,fi225,"Unknown, Eastern Medierranean Sea",Spring,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901214,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc1176,Loligo vulgaris,Mollusc,European squid,NA,"European squid, wild, mantle flesh, raw",NA,NA,NA,0.194312628,0.488293648,17.44,1.73,fi225,"Unknown, Eastern Medierranean Sea",Autumn,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901215,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc1177,Loligo vulgaris,Mollusc,European squid,NA,"European squid, wild, mantle flesh, raw",NA,NA,NA,0.212145856,0.559769472,18.19,1.92,fi225,"Unknown, Eastern Medierranean Sea",Winter,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901216,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc476,Loligo vulgaris,Mollusc,European squid,NA,"Common squid, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,"mean of lipid value (fall, winter) used for FA calculation; FAT- (analyzed according to AOAC 1975); FA converted using XFA; FA tr= <0.1g/100g fillet",1995,0900495,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,bc477,Loligo vulgaris,Mollusc,European squid,NA,"Common squid, wild, edible flesh, raw",NA,NA,NA,NA,NA,15,1,fi80,"Greece, Aegean Sea",Fall,FAT- (analyzed according to AOAC 1975),1995,0900496,NA
Loligo vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.3149999999999995,temperate,benthopelagic,500,42,Loligo vulgaris,Loligo vulgaris,0.988,NA,marine,seadata141,Loligo vulgaris,Mollusc,NA,NA,"NA, edible muscle",12.5,10.7289,NA,NA,NA,11.38,2.63,sea11,Aegean Sea,NA,NA,NA,NA,NA
Macrobrachium nipponense,NA,mainly plants/detritus (troph. 2-2.19),NA,2,tropical,benthic,NA,NA,Macrobrachium nipponense,Macrobrachium nipponense,0.988,NA,freshbrackmarine,bc224,Macrobrachium nipponense,Crustacean,Oriental river prawn,NA,"Freshwater prawn, wild, flesh, raw",NA,NA,NA,0.053603392,0.043431664,NA,1.13,fi46,"Thailand, Nong Waeng",wet season,FA converted using XFA; tr = FA values < 0.10% of FACID,2010,0900224,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1037,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, male, meat, raw",NA,NA,NA,NA,NA,10.2,1.4,fi176,"India, North Kerala, Kannur, Thalassery beach",Jan 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901056,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1038,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, male, meat, raw",NA,NA,NA,NA,NA,13.6,1.9,fi176,"India, North Kerala, Kannur, Thalassery beach",Apr 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901057,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1039,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, male, meat, raw",NA,NA,NA,NA,NA,11.7,0.5,fi176,"India, North Kerala, Kannur, Thalassery beach",Jul 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901058,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1040,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, male, meat, raw",NA,NA,NA,NA,NA,11.9,0.7,fi176,"India, North Kerala, Kannur, Thalassery beach",Aug 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901059,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1041,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,11.4,0.9,fi176,"India, North Kerala, Kannur, Thalassery beach",Feb 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901060,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1042,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,11.3,0.9,fi176,"India, North Kerala, Kannur, Thalassery beach",Mar 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901061,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1043,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,12.4,1.4,fi176,"India, North Kerala, Kannur, Thalassery beach",Apr 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901062,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1044,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,12.5,0.9,fi176,"India, North Kerala, Kannur, Thalassery beach",May 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901063,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1045,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,11.8,0.4,fi176,"India, North Kerala, Kannur, Thalassery beach",Jul 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901064,NA
Mactra violacea,NA,NA,NA,NA,tropical,benthic,NA,9.5,Mactra violacea,Mactra violacea,0.988,NA,marine,bc1046,Mactra violacea,Mollusc,Violet troughshell,NA,"Surf clam, wild, female, meat, raw",NA,NA,NA,NA,NA,11.8,0.7,fi176,"India, North Kerala, Kannur, Thalassery beach",Aug 2005,FAT-/PROT- (analyzed according to AOAC 1990),2009,0901065,NA
Mercenaria mercenaria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,subtropical,benthic,36,13,Mercenaria mercenaria,Mercenaria mercenaria,0.988,NA,marine,seadata1,Mercenaria mercenaria,Mollusc,NA,whole,"NA, whole, edible flesh",32.8,2.46,2.5,NA,NA,NA,NA,sea1,"eastern Virginia, USA",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,af810,Meretrix lusoria,Mollusc,Japanese hard clam,NA,"Hard clam, raw",NA,NA,NA,NA,NA,NA,NA,fi230,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,VITB12: Lactobacillus leichmannii,2001,0902114,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,af821,Meretrix lusoria,Mollusc,Japanese hard clam,NA,"Orient hard clam, edible portion, raw",NA,NA,NA,0.112,0.211,NA,NA,fi234,"South coast, Korea","Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,2009,0902125,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,af822,Meretrix lusoria,Mollusc,Japanese hard clam,NA,"Orient hard clam, edible portion, raw",NA,NA,NA,0.33,0.54,NA,NA,fi234,West coast. Korea,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,2009,0902126,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata56,Meretrix lusoria,Mollusc,NA,NA,"NA, muscle, foot tissue",39.849,NA,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2012",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata57,Meretrix lusoria,Mollusc,NA,NA,"NA, muscle, foot tissue",NA,3.775,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2015",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata58,Meretrix lusoria,Mollusc,NA,NA,"NA, muscle, foot tissue",NA,NA,2.126,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2018",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata59,Meretrix lusoria,Mollusc,NA,NA,"NA, mantle",149.199,NA,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2013",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata60,Meretrix lusoria,Mollusc,NA,NA,"NA, mantle",NA,8.257,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2016",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata61,Meretrix lusoria,Mollusc,NA,NA,"NA, mantle",NA,NA,0.911,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2019",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata62,Meretrix lusoria,Mollusc,NA,NA,"NA, viscera",95.346,NA,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2014",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata63,Meretrix lusoria,Mollusc,NA,NA,"NA, viscera",NA,27.613,NA,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2017",NA,NA,NA,NA,NA
Meretrix lusoria,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,20,5,Meretrix lusoria,Meretrix lusoria,0.988,NA,freshmarine,seadata64,Meretrix lusoria,Mollusc,NA,NA,"NA, viscera",NA,NA,2.025,NA,NA,NA,NA,sea7,"Live Asian hard clams (M. lusoria), 25äóñ30 clams/kg, were purchased from a local market along the coast of the Andaman Sea in Kantang, Trang Province, Thailand, during October-December, 2020",NA,NA,NA,NA,NA
Metapenaeus affinis,NA,plants/detritus+animals (troph. 2.2-2.79),variable,3.93,tropical,benthic,92,22.2000007629395,Metapenaeus affinis,Metapenaeus affinis,0.988,NA,brackmarine,bc530,Metapenaeus affinis,Crustacean,Jinga shrimp,NA,"Prawn, wild, flesh, raw",NA,NA,NA,NA,NA,19.12,1.06,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900549,NA
Metapenaeus dobsoni,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.5,tropical,benthic,37,11.8000001907349,Metapenaeus dobsoni,Metapenaeus dobsoni,0.988,NA,brackmarine,bc1192,Metapenaeus dobsoni,Crustacean,Kadal shrimp,NA,"Shrimp, edible meat, raw",NA,NA,NA,NA,NA,NA,NA,fi238,"India, off the west coast",Jul-Dec,NA,2005,0901231,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1025,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",62.4,1.66,NA,NA,NA,21.06,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Jan 2001,NA,2006,0901044,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1026,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",60.4,1.55,NA,NA,NA,21.31,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Apr 2001,NA,2006,0901045,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1027,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",59.1,1.63,NA,NA,NA,22.46,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Jul 2001,NA,2006,0901046,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1028,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, edible muscle tissue, raw",59.9,1.41,NA,NA,NA,21.91,NA,fi172,"Turkey, off Karataş, east Mediterranean Sea",Oct 2001,NA,2006,0901047,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1198,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Winter (Jan),NA,2004,0901237,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1199,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Spring (Apr),NA,2004,0901238,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1200,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Summer (Jul),NA,2004,0901239,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1201,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Shrimp, wild, edible muscle, raw",NA,NA,NA,NA,NA,NA,NA,fi239,"Turkey, Karataş, Mediterranean Sea",Autumn (Oct),NA,2004,0901240,NA
Metapenaeus monoceros,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.35,tropical,benthic,170,15,Metapenaeus monoceros,Metapenaeus monoceros,0.988,NA,brackmarine,bc1401,Metapenaeus monoceros,Crustacean,Speckled shrimp,NA,"Speckled shrimp, wild, raw",550,2.7,1.3,NA,NA,17.6,1,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902318,NA
Mya arenaria,NA,plants/detritus+animals (troph. 2.2-2.79),filtering plankton,2.31,temperate,benthic,192,10,Mya arenaria,Mya arenaria,0.988,NA,brackmarine,c479,Mya arenaria,Mollusc,Softshell Clam,whole,"Softshell Clam, whole",53,40.5,1.7,NA,NA,10.7,1.2,27,NA,NA,NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata100,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",NA,NA,1.37,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2042",NA,NA,NA,NA,NA
Mytilus chilensis,NA,NA,NA,NA,temperate,benthic,100,18,Mytilus chilensis,Mytilus chilensis,0.988,NA,brackmarine,seadata101,Mytilus chilensis,Mollusc,NA,NA,"NA, whole, edible flesh",130,NA,NA,NA,NA,NA,NA,sea9,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2035",NA,NA,NA,NA,NA
