Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc789,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.74,fi122,"Finland, Baltic Sea",Oct 1993,NA,1995,0900808,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc790,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.86,fi122,"Finland, Baltic Sea",May 1993,NA,1995,0900809,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc791,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.79,fi122,"Finland, Lake Saimaa",Oct 1993,NA,1995,0900810,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc792,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.69,fi122,"Finland, Lake Saimaa",May 1993,NA,1995,0900811,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc793,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.57,fi122,"Finland, Lake Päijänne",Oct 1993,NA,1995,0900812,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,bc794,Esox lucius,Finfish,Northern pike,muscle_skinless,"Pike, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.93,fi122,"Finland, Lake Päijänne",May 1993,NA,1995,0900813,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c232,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",NA,0.55,NA,NA,NA,NA,1.1,34,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c233,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",19.894,0.217,0.581,NA,NA,18.1,1.29,44,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c236,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",NA,NA,NA,0.044,0.217,NA,NA,59,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c239,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",259,0.47,1.11,NA,NA,18.7,0.9,27,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c240,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",32.6,0.2,0.4,0.044,0.165,21.8,0.7,2,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c241,Esox lucius,Finfish,Northern Pike,viscera,"Northern Pike, offal",NA,NA,NA,NA,NA,16.5,5.3,27,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,c246,Esox lucius,Finfish,Northern Pike,liver,"Northern Pike, liver",NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,freshbrack
Esox lucius,1.9444444444444444,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.400000095367432,subtropical,elongated,demersal,30,137,seadata133,Esox lucius,Finfish,NA,muscle,"NA, edible muscle",615,10.961,NA,NA,NA,18.14,1.23,sea11,Lake in Edirne,NA,NA,NA,NA,freshbrack
Eutrigla gurnardus,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.37,temperate,elongated,demersal,340,60,bc633,Eutrigla gurnardus,Finfish,Grey gurnard,muscle_skinless,"Grey gurnard, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,1.5,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900652,brackmarine
Eutrigla gurnardus,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.37,temperate,elongated,demersal,340,60,bc634,Eutrigla gurnardus,Finfish,Grey gurnard,muscle_skinless,"Grey gurnard, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,2.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900653,brackmarine
Eutrigla gurnardus,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.37,temperate,elongated,demersal,340,60,bc635,Eutrigla gurnardus,Finfish,Grey gurnard,muscle_skinless,"Grey gurnard, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,5,fi105,"Unknown, Nolsoyar Bank",Feb 2001,NA,2006,0900654,brackmarine
Eutrigla gurnardus,3.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.37,temperate,elongated,demersal,340,60,bc636,Eutrigla gurnardus,Finfish,Grey gurnard,muscle_skinless,"Grey gurnard, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,2.9,fi105,"Unknown, North Sea",Feb 2001,NA,2006,0900655,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,af550,Gadus macrocephalus,Finfish,Pacific cod,muscle_skinless,"Pacific cod, skinless muscle flesh, raw",NA,NA,NA,NA,NA,17.9,0.66,fi195,"USA, Alaksa/Washington/Oregon",NA,NA,1976,0901854,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,bc152,Gadus macrocephalus,Finfish,Pacific cod,muscle,"Pacific cod, wild, fillets, raw",NA,NA,NA,0.0546798984585052,0.144061265329683,NA,0.59,fi30,"USA, Alaska, Kodiak",Feb 2001,FAME converted using ShF and XFA,2005,0900152,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,bc809,Gadus macrocephalus,Finfish,Pacific cod,muscle,"Pacific cod, wild, fillet, raw",10.8,0.2099,0.416,NA,NA,NA,NA,fi125,"USA, WA, Northeast Pacific, Cape Flattery",NA,NA,1984,0900828,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,bc810,Gadus macrocephalus,Finfish,Pacific cod,muscle,"Pacific cod, wild, fillet, raw",11.3,0.165,0.3627,NA,NA,NA,NA,fi125,"USA, AK, Northeast Pacific, Cape Sarichef",NA,NA,1984,0900829,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,bc811,Gadus macrocephalus,Finfish,Pacific cod,muscle,"Pacific cod, wild, fillet, raw",13.3,0.1581,0.3731,NA,NA,NA,NA,fi125,"USA, AK, Northeast Pacific, Cape Ommaney",NA,NA,1984,0900830,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,bc958,Gadus macrocephalus,Finfish,Pacific cod,muscle,"Pacific cod, wild, fillet, raw",NA,NA,NA,NA,NA,18.7,0.54,fi156,"USA, south of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900977,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,c278,Gadus macrocephalus,Finfish,Pacific Cod,muscle,"Pacific Cod, muscle",NA,NA,NA,NA,NA,16.7,0.7,27,NA,NA,NA,NA,NA,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,c279,Gadus macrocephalus,Finfish,Pacific Cod,viscera,"Pacific Cod, offal",NA,NA,NA,NA,NA,16.5,1.9,27,NA,NA,NA,NA,NA,brackmarine
Gadus macrocephalus,4.0625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.115,boreal,fusiform / normal,demersal,1280,119,c280,Gadus macrocephalus,Finfish,Pacific Cod,eggs,"Pacific Cod, eggs",NA,NA,NA,NA,NA,21.4,2,27,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1208,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",8.7,0.12,0.34,NA,NA,17.7,0.2,im11,"Iceland, North Atlantic",NA,NA,2011,0901247,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1225,Gadus morhua,Finfish,Atlantic cod,eggs,"Atlantic cod, roe, wild, raw",8.2,0.66,4.27,NA,NA,23.7,0.9,im11,"Iceland, North Atlantic",NA,NA,2011,0901264,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1250,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,0.0569734503909327,0.129272235415581,NA,0.57,im11,"Iceland, North Atlantic",NA,FAME converted using ShF and XFA,2011,0901289,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1251,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,0.0573271169967479,0.149316320166756,NA,0.6,im11,"Iceland, North Atlantic",NA,FAME converted using ShF and XFA,2011,0901290,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1252,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,0.0737759457913617,0.183968769651096,NA,0.7,im11,"Iceland, North Atlantic",NA,FAME converted using ShF and XFA,2011,0901291,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1253,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,im11,"Iceland, North Atlantic",NA,NA,2011,0901292,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1254,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,im11,"Iceland, North Atlantic",NA,NA,2011,0901293,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1255,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,im11,"Iceland, North Atlantic",NA,NA,2011,0901294,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc1256,Gadus morhua,Finfish,Atlantic cod,muscle,"Atlantic cod, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,im11,"Iceland, North Atlantic",NA,NA,2011,0901295,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc379,Gadus morhua,Finfish,Atlantic cod,muscle_skinless,"Cod, wild, skinless fillet, frozen",NA,NA,NA,0.00408930460584546,0.0274301429244586,17.4,0.08,fi74,"Poland, Baltic Sea",NA,FAME converted using ShF and XFA,2011,0900398,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc608,Gadus morhua,Finfish,Atlantic cod,muscle_skinless,"Cod, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900627,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc609,Gadus morhua,Finfish,Atlantic cod,muscle_skinless,"Cod, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.7,fi105,"Unknown, Nolsoyar Bank",Sep 2001,NA,2006,0900628,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc782,Gadus morhua,Finfish,Atlantic cod,muscle_skinless,"Cod, wild, skinless fillet, raw",NA,NA,NA,NA,NA,NA,0.52,fi122,"Finland, Baltic Sea",May 1993,NA,1995,0900801,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,bc927,Gadus morhua,Finfish,Atlantic cod,muscle_skinless,"Cod, wild, skinless dorsal fillet, frozen",NA,NA,NA,0.063226,0.152914,NA,NA,fi146,"Russia, (Northwest), White Sea",NA,FA expressed per DM - conversion to FW,2007,0900946,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c283,Gadus morhua,Finfish,Atlantic Cod,muscle,"Atlantic Cod, muscle",NA,NA,NA,0.08,0.23,NA,NA,55,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c284,Gadus morhua,Finfish,Atlantic Cod,muscle,"Atlantic Cod, muscle",NA,NA,NA,0.087,0.195,NA,NA,59,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c288,Gadus morhua,Finfish,Atlantic Cod,muscle,"Atlantic Cod, muscle",16,1.75,0.589,NA,NA,16.9,0.6,27,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c290,Gadus morhua,Finfish,Atlantic Cod,muscle,"Atlantic Cod, muscle",NA,NA,NA,NA,NA,NA,0.59,55,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c295,Gadus morhua,Finfish,Atlantic Cod,whole,"Atlantic Cod, whole",NA,NA,NA,NA,NA,16.4,0.7,27,NA,NA,NA,NA,NA,brackmarine
Gadus morhua,3.625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.29,temperate,fusiform / normal,benthopelagic,600,200,c296,Gadus morhua,Finfish,Atlantic Cod,viscera,"Atlantic Cod, offal",NA,NA,NA,NA,NA,16.3,1.8,27,NA,NA,NA,NA,NA,brackmarine
Glyptocephalus zachirus,3.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.41,temperate,short and / or deep,demersal,900,60,af600,Glyptocephalus zachirus,Finfish,Rex sole,muscle_skinless,"Rex sole, skinless fillet, raw",NA,NA,NA,NA,NA,16.7,0.71,fi195,"USA, Washington/Oregon",NA,NA,1976,0901904,marine
Helicolenus dactylopterus,15,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.8,deep-water,fusiform / normal,bathydemersal,1100,50,bc321,Helicolenus dacthlopterus,Finfish,Blackbelly rosefish,muscle,"Blackbelly rosefish, wild, fillet, raw",NA,NA,NA,0.0132748,0.09726808,NA,0.8,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900340,marine
Heteropneustes fossilis,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,elongated,demersal,1,31,bc1343,Heteropneustes fossilis,Finfish,Stinging catfish,muscle_organs,"Stinging catfish, edible parts (eyes partly excluded), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902260,freshbrack
Heteropneustes fossilis,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,elongated,demersal,1,31,bc1393,Heteropneustes fossilis,Finfish,Stinging catfish,muscle_organs,"Stinging catfish, wild, raw",60,2.2,1.1,NA,NA,19.1,1.9,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902310,freshbrack
Heteropneustes fossilis,1,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,elongated,demersal,1,31,bc179,Heteropneustes fossilis,Finfish,Stinging catfish,muscle_organs,"Stinging catfish, wild, edible portion, raw",NA,NA,NA,NA,NA,NA,3.45,fi33,"Bangladesh, Khulna, Mouri River",Feb 2002,FAT-/PROT-: analyzed according to Pearson (1977),2007,0900179,freshbrack
Hippoglossoides elassodon,2.3333333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.46,temperate,short and / or deep,demersal,1050,52,af598,Hippoglossoides elassodon,Finfish,Flathead sole,muscle_skinless,"Flathead sole, skinless fillet, raw",NA,NA,NA,NA,NA,19.2,1.1,fi195,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,NA,1976,0901902,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,bc1413,Hippoglossus hippoglossus,Finfish,Atlantic halibut,muscle_organs,"Atlantic halibut, wild, raw",4.3,0.18,0.42,0.34,0.5,17,6.1,fi361,"Norway, The Norwegian Sea","Sep-Oct 2007, Jan 2008",NA,2012,0902330,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,bc387,Hippoglossus hippoglossus,Finfish,Atlantic halibut,muscle_skinless,"Atlantic halibut, wild, ventral white fillet (skinless, boneless, visible fat removed), raw",NA,NA,NA,0.016,0.033,NA,0.13,fi77,"Norway, Northern Sea",Aug,FA: tr= <0.001g FA/100g muscle,2003,0900406,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,bc389,Hippoglossus hippoglossus,Finfish,Atlantic halibut,muscle,"Atlantic halibut, wild, fillet (without visible fat), raw",NA,NA,NA,NA,NA,22.6,0.5,fi78,"Iceland, off the north-west coast, Atlantic Sea",Jul 2001,FAT- (analyzed according to AOAC 1999),2002,0900408,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,c321,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle, dark muscle",NA,NA,NA,NA,NA,18.4,6.2,27,NA,NA,NA,NA,NA,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,c322,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle, dark muscle",NA,NA,NA,NA,NA,19.6,0.8,27,NA,NA,NA,NA,NA,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,c324,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,marine
Hippoglossus hippoglossus,7.2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.28,temperate,fusiform / normal,demersal,2000,470,c325,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle",NA,NA,NA,0.16,0.22,NA,NA,55,NA,NA,NA,NA,NA,marine
Hippoglossus stenolepis,8.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.92,temperate,fusiform / normal,demersal,1200,258,af565,Hippoglossus stenolepis,Finfish,Pacific halibut,muscle_skinless,"Pacific halibut, skinless muscle flesh, raw",NA,NA,NA,NA,NA,20.7,0.79,fi195,"USA, Oregon/Washington/Alaska",NA,NA,1976,0901869,marine
