seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source,reference
546,Engraulis encrasicolus,fapun_all_g,5.845276751999999,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,1.7656339423061207,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
550,Engraulis encrasicolus,fapun_all_g,0.5162487,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,-0.6611666528698714,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
551,Engraulis encrasicolus,fapun_all_g,1.665660692,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.5102218567353539,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
552,Engraulis encrasicolus,fapun_all_g,2.414469306,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.8814795138878487,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
1558,Engraulis encrasicolus,fapun_all_g,0.525226647,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-0.6439254009784192,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
546,Engraulis encrasicolus,fapun3,5.077508352,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,1.624820659375038,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
551,Engraulis encrasicolus,fapun3,1.472153989,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.3867266269276124,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
552,Engraulis encrasicolus,fapun3,2.271410938,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.820401196996085,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
1558,Engraulis encrasicolus,fapun3,0.453515416,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-0.7907260166199227,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
546,Engraulis encrasicolus,protein,14.1,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,2.6461747973841225,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
547,Engraulis encrasicolus,protein,18.1,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,2.89591193827178,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
548,Engraulis encrasicolus,protein,18.2,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,2.9014215940827497,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
549,Engraulis encrasicolus,protein,21,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,3.044522437723423,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
1558,Engraulis encrasicolus,protein,20.469999999999995,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,3.018960399673198,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
546,Engraulis encrasicolus,epa,1.701033544,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.5312360333838938,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
550,Engraulis encrasicolus,epa,0.1720829,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,-1.759778941537981,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
551,Engraulis encrasicolus,epa,0.520800919,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-0.6523874234964004,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
552,Engraulis encrasicolus,epa,0.881727265,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-0.12587249415075497,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
1558,Engraulis encrasicolus,epa,0.147177913,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-1.9161131314999695,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
546,Engraulis encrasicolus,dha,3.030125952,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,1.108604186974171,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
550,Engraulis encrasicolus,dha,0.31287800000000004,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,-1.1619419407823606,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
551,Engraulis encrasicolus,dha,0.786013268,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-0.24078160628827824,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
552,Engraulis encrasicolus,dha,1.16565215,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.1532807158039848,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
1558,Engraulis encrasicolus,dha,0.272180782,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,-1.301288793755408,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
546,Engraulis encrasicolus,fat_g,18.440000000000005,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,2.914522218128448,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342"
547,Engraulis encrasicolus,fat_g,0.6,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,-0.5108256237659907,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
548,Engraulis encrasicolus,fat_g,4,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,1.3862943611198906,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
549,Engraulis encrasicolus,fat_g,0.9,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,-0.10536051565782628,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
550,Engraulis encrasicolus,fat_g,1.83,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,muscle,0.6043159668533296,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273"
551,Engraulis encrasicolus,fat_g,4.53,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,1.5107219394949427,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
552,Engraulis encrasicolus,fat_g,5.789999999999999,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,1.7561322915849038,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314"
1558,Engraulis encrasicolus,fat_g,2.07,selective plankton feeding,mainly animals (troph. 2.8 and up),temperate,pelagic-neritic,elongated,NA,0.7275486072772777,2.995732273553991,3.12,400,1,brackmarine,seanuts,"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758"
553,Epinephelus aeneus,fapun_all_g,0.446860032,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.8055098609200039,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
554,Epinephelus aeneus,fapun_all_g,0.459008708,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.778686097423992,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
555,Epinephelus aeneus,fapun_all_g,0.507643283,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.6779762768796185,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
556,Epinephelus aeneus,fapun_all_g,0.481347151,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.7311665415458032,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
557,Epinephelus aeneus,fapun_all_g,0.553228764,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.5919836848816563,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
558,Epinephelus aeneus,fapun_all_g,0.516861505,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.6599803223721084,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
1290,Epinephelus aeneus,fapun_all_g,0.46711224,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.7611857075784788,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
553,Epinephelus aeneus,fapun3,0.392628736,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.9348908057276556,4.787491742782046,4.02,200,5,brackmarine,seanuts,"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28"
