sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Catla catla,Catla,catla,41236,"(Hamilton, 1822)",Catla,Cacat_u8.jpg,NA,NA,NA,122,No subfamily,8087,NA,fusiform / normal,O,NA,NA,0,-1,-1,0,benthopelagic,potamodromous,51243,5,NA,4832,NA,NA,NA,NA,NA,NA,NA,46.97,182.0,TL,NA,NA,41236,NA,NA,NA,NA,NA,38560.0,NA,72380,CACAT_U0,NA,NA,NA,4832,highly commercial,unknown,NA,NA,NA,NA,seines,NA,0,0,0,0,0,0,0,0,-1,0,commercial,NA,12108,never/rarely,NA,never/rarely,NA,NA,-1,4832,harmless,NA,no special ability,NA,NA,-1,"Adults occur in rivers, lakes and culture ponds (Ref. 41236).  Mature individuals breed in rivers (Ref. 4832).  Surface and mid-water feeders, mainly omnivorous with juveniles feeding on aquatic and terrestrial insects, detritus and phytoplankton.","<b>Scientific name</b> : <i>Catla catla</i> (Hamilton, 1822)
 <p>
<b>Common names</b> : English - catla; Hindi-bhakur, catla; Bengali-katal; Punjabi-theila;    Burmese - nga-thaing
 <p>
<b>History of use</b>:  Catla is distributed the rivers of the Indo-Gangetic system in Bangladesh, India and Pakistan and in the rivers of Myanmar that drain into the Bay of Bengal.  It is a very popular food fish.  It was introduced between 1904 and 1921 from the river Godavari to the canals, rivers and reservoirs of southern India and during 1930's and 40's to Maharashtra (Powai Lake, Mumbai) and to Kerala (Periyar Lake).  It has also been introduced to other countries, including Japan, the Philippines and the former USSR (Jhingran 1982).
 <p>
<b>Production Statistics</b> :  There are no reliable statistics on production of catla from aquaculture.
 <p>
<b>Where farmed</b> :  Region - South and Southeast Asia, FAO Area - 04, Asia, Inland.
 <p>
<b>Countries</b>: Bangladesh, Cambodia, India, Laos, Malaysia, Maurituis, Myanmar, Nepal, Pakistan, Sri Lanka and Vietnam.
 <p>
<b>Climate and environmental tolerance</b> : Tropics; hardy;  natural temperature range 18-300C; lower and upper thermal tolerance limits, 16.7°C and 39.5°C; sensitive to low oxygen conditions; tolerates pH 6.5-8.5 and  salinity up to 5 ppt; prefers deep pools; breeds during the southwest monsoon (May - September) in water temperatures around 24 - 31°C.
 <p>
<b>Current farming methods</b>:  Catla breeds naturally in flooded fields and can also be bred by simulating riverine conditions in special ponds called dry bundhs.  Catla is now mostly spawned artificially in hatcheries. It is more difficult to spawn than most other carps, and requires good broodstock management.  This is sometimes lacking on farms. The postlarvae called renu, dhani or jeera in Bengali and are also commonly called 'spawn' in English.   Catla attain first maturity when about two years old and 442 mm length (Natarajan and Jhingran, 1963).  In nature, they spawn only once during the breeding season but have been spawned up to four times in hatcheries (Gupta et al. 1995).  Fecundity depends on the age, length and weight of the fish and the weight of the ovaries and varies from 0.2 to 4.2 million n fishes weighing between 11.3 to 18.4 Kg fish.  The number of eggs/kg body weight of fish from well-managed broodstock is about 100,000.
 <p>
For induced spawning, two injections of crude carp pituitary gland  (2-3 mg and  5-8 mg/kg) are given to a female at an interval of 4-6 hrs,  as against only one (2-3 mg/kg) to males at the time of the second injection to females. A female and two males in a running water spawning task should then spawn within six hours.  If spawning has not taken place, the female is stripped and the eggs fertilized with semen stripped from males. The fertilized eggs hatch after 18-24 hrs, depending upon the water temperature. Optimum temperature for spawning and hatching is 280C (Chaudhuri 1963). Jhingran and Pullin (1988) have reviewed the use of materials other than carp pituitary, for induced spawning.  The yolk-sac is absorbed after three days.
 <p>
The postlarvae are easy to handle and cheap to transport, packed in plastic bags with oxygen.  The postlarvae feed exclusively on zooplankton - rotifers and small cladocerans.  Nursery ponds (about 400 m2,  1m deep) are prepared by liming and fertilization with cow manure or poultry litter.  Prior to stocking, large copepods and various insects (especially notonectids) and their larvae are predators on the postlarvae and are eradicated from the nursery ponds with appropriate chemicals (Jhingran and Pullin 1988).  The postlarvae are given supplementary feed (a fine powder comprising a 50:50 mixture of groundnut or mustard oil cake and rice or wheat bran) daily at two, three and four times the weight of postlarvae stocked, increasing the amount at five-day intervals. Stocked at 5 million/ha, postlarvae have a survival of 60 - 70%. The fry are then transferred to rearing ponds (800 - 1200m2, 1.5m deep) for raising to fingerlings for stocking in growout ponds or other waters.
 <p>
Growout ponds (0.2 - 5.0 ha) are limed and fertilized before stocking with carp fingerlings at 5,000-10,000/ha. The proportion of catla in the stocked population is 10-35% depending upon the species mix used for polyculture. In polyculture of Indian major carps alone, the proportion of catla can be 30-35%, but in polyculture with exotic carps, the proportion of catla is reduced to 10%, with silver carp (Hypophthalmichthys molitrix) constituting 20% of the total population. The ponds are fertilized every two weeks with cow manure, or a combination of inorganic fertilizers.  <p>Supplementary feed, comprising a 50:50 mixture of oil cake : cereal  bran is provided daily at 2-3% body weight based on the growth registered every month. Its contribution to total production ranges from 10-30%.  Monoculture of catla is not practiced.
 <p>
<b>Processing and marketing</b>:  Some reservoirs in India produce large-sized catla (35-40 kg in weight) which have a special market during the marriage season. Catla has a large sized head, but is otherwise  highly suitable for filleting.
 <p>
<b>Likely future trends</b>:  Catla is a very important species for aquaculture. Seed production currently falls far short of demand. If the availability of catla seed increases and if growth rates can be further improved through genetic enhancement, the contribution of catla to aquaculture production in the Indian subcontinent will increase, with a decline in the importance of silver carp in carp polyculture systems.  Catla also has good potential for processing into fillets and other valued-added products for export.
 <p>
Intergeneric hybrids of catla with Indian and other carp species have been produced (Tripathi 1992) of which the rohu female x catla male hybrid combines the advantages of the deep body of the catla and the small head rohu.  This hybrid is fertile. Naturally occurring catla x rohu hybrids have been found in the Rihand reservoir.
 <p>
<b>References</b> :
 <p>
Chaudhuri, H. 1963. Induced spawning of Indian carps. Proc. Nat. Inst. Sci. India (B), 29(4) :478-87.
 <p>
Gupta, S.D., S.C. Rath, S. Dasgupta and S.D. Tripathi. 1995. A first report on quadruple spawning of <i>Catla catla</i> (Ham.).  Vet. arichiv 65, 143 - 148.
 <p>
Jhingran, V.G. 1968. Synopsis of biological data on catla, <i>Catla catla</i> (Hamilton, 1822). FAO Fish. Synop. (32) Rev.1: pag.var.
 <p>
Jhingran, V.G. and R.S.V. Pullin. 1988.  A hatchery manual for the common, Chinese and Indian major carps.  ICLARM Studies and Reviews 11.  Asian Development Bank and ICLARM, Manila, Philippines, 191 p.
 <p>
Jhingran, V.G. 1982. Fish and Fisheries of India. Hindustan Publishing Corporation (India), Delhi. 666p
 <p>
Tripathi, S.D. 1992.  Three decades of research on carp hybridisation in India, p 00 - 00, <i>In</i> Symposium on Zoological Research in Relation to Man and Environment, 1- 4 March, 1992, Zoological Society, Calcutta, India.  
 <p>

S.D. Tripathi",1.0,0,2,1991-06-19T00:00:00.000Z,2,2012-05-08T00:00:00.000Z,21,1994-08-23T00:00:00.000Z,NA,4439
Microstomus pacificus,Microstomus,pacificus,2850,"(Lockington, 1879)",Dover sole,Mipac_u0.jpg,NA,NA,NA,440,Pleuronectinae,842,NA,short and / or deep,R,NA,NA,0,0,0,-1,demersal,NA,NA,10,1370,50610,NA,NA,NA,56.0,74500,NA,NA,71.29,76.0,TL,NA,NA,2850,40.0,TL,NA,NA,56527,3500.0,NA,56527,NA,NA,NA,NA,2850,commercial,medium,Reliable: based on ex-vessel price for this species,NA,,NA,trawls,,0,0,0,0,0,0,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,based mainly on capture,9183,-1,11007,harmless,NA,no special ability,NA,NA,-1,Adults occur on mud bottom (Ref. 2850).  They move into deep water in winter (Ref. 2850).  Produce large amounts of slime which may cover other fishes when caught in trawls (Ref. 4925).  Marketed as mink food (Ref. 4925) or as fillet (Ref. 2850).,NA,0.5625,0,1,1991-05-02T00:00:00.000Z,2,2013-02-19T00:00:00.000Z,102,1995-10-26T00:00:00.000Z,NA,4247
Harpadon nehereus,Harpadon,nehereus,3417,"(Hamilton, 1822)",Bombay-duck,Haneh_u0.jpg,NA,NA,NA,160,Harpadontinae,2974,NA,elongated,O,NA,NA,0,0,-1,-1,benthopelagic,oceanodromous,51243,50,NA,9987,NA,NA,NA,NA,NA,NA,NA,26.04,40.0,TL,NA,NA,3417,25.0,TL,NA,NA,30573,NA,NA,NA,HANEH_U0,NA,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000",NA,seines,NA,0,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,NA,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabit deep water offshore on sandy mud bottom for most of the year, but also gathers in large shoals in deltas of rivers to feed during monsoons (Ref. 9987, 11230).  Spawn 6 batches of broods per year (Ref. 43449).  An aggressive predator (Ref. 9987).  Primarily caught along Maharashtra with the bag-net, better known as 'dol' net.  Operation of this gear is timed to a strong tidal current.  The bag with the mouth set against the current strains the fish which is being retained therein by the strength of the current.  The net is thus retrieved before the tide turns.  Very phosphorescent.  Excellent food fish.  Marketed fresh and dried or salted; consumed pan-fried (Ref. 9987).",NA,0.5312,0,1,1990-10-17T00:00:00.000Z,1124,2003-09-05T00:00:00.000Z,NA,NA,NA,260
Hypostomus watwata,Hypostomus,watwata,26543,"Hancock, 1828",Armored catfish,Hywat_u0.jpg,NA,NA,NA,157,Hypostominae,4004,NA,elongated,o,NA,"Last redescription and biology in Le Bail et al. (2000:260). Mitochondrial D-loop sequences used in a molecular phylogeny of <i>Hypostomus</i> and related genera by Montoya-Burgos and Weber (in press, fig 2; EMBL/GenBank AJ318362 to AJ318364). Biology: Seems to be the unique species of <i>Hypostomus</i> living in brackish waters.",0,-1,0,0,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,45.0,SL,NA,NA,26543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,NA,35381,0,NA,harmless,NA,no special ability,NA,NA,-1,"Coastal species which also occur in brackish waters of the lower reaches of rivers.  Can be caught along the banks with muddy bottom occupied by plants like <i>Laguncularia racemosa</i>, <i>Avicennia germinans</i> and <i>Rhizophora mangle</i> Ref. 35381).  Benthic (Ref. 58302). As part of its reproductive behavior, excavates and creates burrows for egg laying (Ref. 82067).",NA,0.5,0,113,1998-08-11T00:00:00.000Z,97,2009-08-18T00:00:00.000Z,445,2001-10-31T00:00:00.000Z,NA,49355
Scoliodon laticaudus,Scoliodon,laticaudus,244,"Müller & Henle, 1838",Spadenose shark,Sclat_u0.jpg,NA,NA,NA,11,NA,520,NA,fusiform / normal,R,NA,NA,0,0,-1,-1,demersal,amphidromous,51243,10,13,NA,NA,NA,NA,6.0,244,NA,NA,48.18,100.0,TL,NA,NA,5450,NA,NA,NA,NA,NA,NA,NA,NA,SCLAT_U0,NA,NA,NA,171,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,,NA,various gears,,0,-1,0,-1,0,0,-1,0,-1,-1,never/rarely,,NA,usually,244,never/rarely,,NA,0,NA,harmless,244,electrosensing only,10311,NA,-1,"Found on rocky substrates of coastal waters and lower reaches of tropical rivers (Ref. 244).  It is uncertain, however, if this species can live in perfectly fresh water for extended periods (Ref. 244).  Forms large schools (Ref. 244).  Feeds on small bony fishes, shrimps and cuttlefish (Ref. 244).  Viviparous (Ref. 50449).  Common by-catch of the inshore demersal gillnet fisheries, particularly those operating off Kalimantan (Ref.58048). Utilized fresh for human consumption; processed into fishmeal and used as bait for other sharks and bony fishes (Ref. 244).  Maximum sizes up to 120 cm unconfirmed (Ref. 244).",NA,0.75,0,23,1992-06-15T00:00:00.000Z,1790,2008-02-15T02:07:17.000Z,2,1994-04-12T00:00:00.000Z,NA,906
Platichthys stellatus,Platichthys,stellatus,30193,"(Pallas, 1787)",Starry flounder,Plste_u1.jpg,NA,NA,NA,440,Pleuronectinae,559,NA,short and / or deep,R,NA,NA,0,-1,-1,-1,demersal,catadromous,51243,0,375,6793,NA,NA,NA,24.0,28499,NA,NA,50.55,91.0,TL,NA,NA,2850,57.5,TL,NA,NA,12193,9100.0,NA,2850,NA,NA,NA,NA,9137,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,seines,NA,0,0,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,2850,harmless,NA,no special ability,NA,NA,-1,"Found inshore, often in very shallow water and in estuaries during the summer; moving into deeper water in the winter (Ref. 27547).  However, they may occur in deep water throughout the year (Ref. 27547).  Does not venture into water of high salinities (Ref. 28899).  Young and adults move up rivers, as much as 120 km (Ref. 27547).  Benthic (Ref. 58426).  Feeds on crustaceans, worms, small mollusks, brittle stars, and small fishes (Ref. 6885).  Important game fish (Ref. 2850).  Utilized fresh and frozen; eaten steamed, fried, boiled, microwaved, and baked (Ref. 9988).",NA,0.75,0,1,1991-05-02T00:00:00.000Z,14,2007-07-25T00:00:00.000Z,132,1995-10-26T00:00:00.000Z,NA,4249
Thunnus alalunga,Thunnus,alalunga,168,"(Bonnaterre, 1788)",Albacore,Thala_u4.jpg,NA,NA,NA,416,Scombrinae,8961,NA,fusiform / normal,R,NA,NA,0,0,0,-1,pelagic-oceanic,oceanodromous,51243,0,600,168,NA,NA,NA,9.0,72462,NA,NA,58.4,140.0,FL,NA,NA,3669,100.0,FL,NA,NA,9684,60320.0,NA,40637,THALA_U0,NA,NA,NA,4931,highly commercial,high,Reliable: based on ex-vessel price for this species,Bycatch of swordfish fishery.,"from 100,000 to 500,000","By Japan(61), Spain(27), Korea Rep.(77)",seines,purse seines (PS),0,0,0,0,0,0,0,0,-1,-1,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"An epipelagic and mesopelagic, oceanic species, abundant in surface waters of 15.6° to 19.4°C; deeper swimming, large albacore are found in waters of 13.5° to 25.2°C; temperatures as low as 9.5°C may be tolerated for short periods (Ref. 168).  Known to concentrate along thermal discontinuities (Ref. 168).  Form mixed schools with skipjack tuna (<i>Katsuwonus pelamis</i>), yellowfin tuna (<i>Thunnus albacares</i>) and bluefin tuna (<i>T. maccoyii</i>), schools may be associated with floating objects, including sargassum weeds (Ref. 168).  Feed on fishes, crustaceans and squids.  Eggs and larvae are pelagic (Ref. 6769).  Sexual maturity reached at 90 cm (Ref. 36731).  Highly appreciated and marketed fresh, smoked, deep frozen or canned.  Eaten steamed, broiled, fried and microwaved (Ref. 9987).  Also Ref. 1762, 1798, 1804.  The American Albacore Fishing Association Pacific (North and South Pacific) fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_1366.htm</a>).  Angling: Largely caught offshore, where the waters are mild and blue.  Albacore favor those areas where cooler water interfaces with warmer water.  They are caught with live of dead baitfish such as mullet, sauries, squid, herring, anchovies, sardines, and other small fish.  Albacore strike hard and make powerful runs (Ref. 84357). ",NA,0.5039,0,2,1990-10-17T00:00:00.000Z,949,2010-06-11T00:00:00.000Z,2,1999-08-19T00:00:00.000Z,NA,142
Lutjanus buccanella,Lutjanus,buccanella,55,"(Cuvier, 1828)",Blackfin snapper,Lubuc_u0.jpg,NA,NA,NA,323,Lutjaninae,1202,NA,fusiform / normal,R,NA,NA,0,0,0,-1,reef-associated,NA,NA,20,200,9626,80,150,55,NA,NA,NA,NA,61.98,75.0,TL,NA,NA,9710,50.0,TL,NA,NA,55,14e3,NA,9710,LUBUC_U1,NA,NA,NA,171,commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,hooks and lines,handlines (HL),0,0,0,-1,-1,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,reports of ciguatera poisoning,55,no special ability,NA,NA,-1,"Adults inhabit deeper waters over sandy or rocky bottoms and near drop-offs and ledges.  Young occur in shallower water, often between about 35 and 50 m.  Feed mainly on fishes.  Good food fish, it is marketed mostly fresh (Ref. 55).",NA,0.5,0,2,1990-10-17T00:00:00.000Z,2,2013-03-27T00:00:00.000Z,10,1994-03-06T00:00:00.000Z,NA,1419
Mugil cephalus,Mugil,cephalus,9321,"Linnaeus, 1758",Flathead grey mullet,Mucep_u4.jpg,NA,NA,NA,359,NA,3595,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,benthopelagic,catadromous,51243,0,120,9321,0,10,NA,16.0,28725,11.0,273,50.23,100.0,SL,NA,NA,2804,50.0,SL,NA,NA,7399,NA,NA,NA,MUCEP_U3,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,Subsistence fisheries in some areas.,"from 10,000 to 50,000",NA,seines,beach seines (SB),0,0,-1,-1,-1,-1,0,-1,-1,-1,commercial,,12108,occasionally,9321,never/rarely,based mainly on capture,5358,-1,7248,harmless,4887,no special ability,NA,NA,-1,"Adults are found in coastal waters (Ref. 2850, 44894, 57400), often entering estuaries and rivers (Ref. 2847, 3573, 11230, 44894, 57400), sometimes far-up-river, lagoons and hypersaline environments (Ref. 57400).  They are usually in schools over sand or mud bottom (Ref. 2850), between 0 and 10 m, occurring equally in tropical, subtropical and temperate waters (Project MUGIL).  They are mainly diurnal, feeding on detritus, micro-algae and benthic organisms (Ref. 56548, 74902, 74760).  Juveniles feed on zooplankton until about 3.0 cm SL (Ref. 59043).  Reproduction takes place at sea, at various times of the year depending on the location (Ref. 74907, Amour).  There is absence of an obligatory freshwater phase in the life cycle (Ref. 74752).   Females spawn 0.8 to 2.6 million eggs which develop at sea (Ref. 74912, Chen & Su 1986).  Sexually mature at 3 to 4 years (Ref. 74902).  Maximum length reported as 120 cm SL (Ref. 7399, 57400) remains to be confirmed (Project MUGIL).  Maximum weight reported as 12 kg (Ref. 56527) seems too high for the area and remains to be confirmed (Project MUGIL).  Widely cultivated in freshwater and brackish ponds (Ref. 2847, Jackson 1984, Liao 1981).  Marketed fresh, dried, salted, and frozen; roe sold fresh or smoked (Ref. 9321); also used in Chinese medicine (Ref. 12166).",NA,0.5,0,5,1990-10-17T00:00:00.000Z,1307,2015-03-27T21:43:50.000Z,1,2006-01-16T00:00:00.000Z,NA,785
Colossoma macropomum,Colossoma,macropomum,598,"(Cuvier, 1816)",Cachama,Comac_u1.jpg,NA,NA,NA,686,NA,6072,NA,short and / or deep,O,NA,"See Machado-Allison 1982: 42, Géry 1986: 97 and Machado-Allison 1986: 2 for detailed description. See Goulding & Carvalho 1982 and Araujo Lima & Goulding 1997 for general biology and management. See Loubens & Panfili 1997 for growth biology.",0,-1,0,0,benthopelagic,potamodromous,51243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.15,108.0,TL,NA,NA,40637,70.0,TL,NA,NA,9987,4e4,NA,72380,COMAC_U0,NA,NA,NA,4931,minor commercial,unknown,NA,NA,"up to 1,000 tons/year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,commercial,NA,12108,never/rarely,NA,public aquariums,based mainly on capture,1672,0,NA,traumatogenic,NA,no special ability,NA,NA,-1,"This species is usually solitary.  Adults stay in flooded forests during first 5 months of flooding and consume but fruits and grains.  Young and juveniles live in black waters of flood plains until their sexual maturity.  Feeds on zooplankton, insects, snails and decaying plants (Ref. 32894).  Used in aquaculture because it can live in mineral poor waters and is very resistant to diseases.  Marketed fresh and frozen (Ref. 9987).",NA,1.0,0,1,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,1,2006-01-16T00:00:00.000Z,NA,263
Nemipterus japonicus,Nemipterus,japonicus,3810,"(Bloch, 1791)",Japanese threadfin bream,Nejap_u8.jpg,NA,NA,NA,324,NA,1316,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,5,80,9785,NA,NA,NA,8.0,1448,NA,NA,25.76,32.0,TL,NA,NA,3836,25.0,TL,NA,NA,5450,596.0,NA,1448,NEJAP_U1,NA,NA,NA,171,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,various gears,NA,0,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Very abundant in coastal waters, found on mud or sand bottoms, usually in schools.  Feeds mainly on small fishes, crustaceans, mollusks (mainly cephalopods), polychaetes and echinoderms.  Marketed mainly fresh, but also frozen, steamed, dried-salted, dry-smoked, fermented or made into fish balls and fish meal.",NA,0.5,0,23,1992-06-15T00:00:00.000Z,113,1999-07-15T00:00:00.000Z,142,1995-10-04T00:00:00.000Z,NA,4559
Protonibea diacanthus,Protonibea,diacanthus,3490,"(Lacepède, 1802)",Blackspotted croaker,Prdia_u3.jpg,NA,NA,NA,331,NA,5245,NA,fusiform / normal,O,NA,Type species of  genus.,0,0,-1,-1,demersal,NA,NA,NA,100,43239,NA,NA,NA,NA,NA,NA,NA,47.01,150.0,SL,NA,NA,9772,100.0,SL,NA,NA,9772,NA,NA,NA,PRDIA_U2,NA,NA,NA,4537,minor commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,0,-1,0,0,0,-1,0,0,-1,0,commercial,NA,40297,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in coastal waters over muddy bottoms, off the sea-bed.  Ascend tidal rivers and estuaries (Ref. 9772).  Feed mainly on crustaceans and small fishes.  Also caught with bottom trawls (Ref. 9772).  Sold fresh and dried salted (swim bladder) in markets.  An important food fish.",NA,1.0,0,2,1991-07-25T00:00:00.000Z,2291,2014-07-03T00:00:00.000Z,96,1995-10-23T00:00:00.000Z,NA,4571
Alosa sapidissima,Alosa,sapidissima,188,"(Wilson, 1811)",American shad,Alsap_u0.jpg,NA,NA,NA,43,Alosinae,4924,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,pelagic-neritic,anadromous,51243,0,250,6793,NA,NA,NA,13.0,72462,NA,NA,50.69,76.0,TL,61.7,SL,6885,50.0,SL,NA,NA,188,5500.0,NA,7251,ALSAP_U0,NA,NA,NA,4931,commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",mainly USA in 21 & 31,various gears,NA,-1,-1,0,-1,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Spend most of its life at sea, returning to freshwater streams to breed (Ref. 27547).  Non-spawning adults are found in schools near the surface of continental shelf waters in spring, summer and fall (Ref. 7135); also found in brackish waters (Ref. 4607).  Newly hatched larvae are found in rivers during the summer; by autumn they enter the sea and remain there until maturity.  Juveniles form schools at 20-30 mm TL and gradually move downstream (Ref. 4639).  Feed on plankton, mainly copepods and mysids, occasionally on small fishes.  Feeding ceases during upstream spawning migration and resumes during the downstream post-spawning migration (Ref. 1998).  Commercially caught in rivers and estuaries during spawning migration (Ref. 1998).  Utilized fresh, salted, or smoked.  The roe is esteemed.  Eaten pan-fried, broiled, and baked (Ref. 9988).  Possibly to 375 m depth (Ref. 6793).  Parasites found are nematodes, Acanthocephala, copepods and distomes (Ref. 37032).",NA,0.5,0,3,1990-10-17T00:00:00.000Z,303,2013-07-15T00:00:00.000Z,97,2003-01-03T00:00:00.000Z,NA,1584
