trad_foods_data_id,taxon_name,ca_mg,fe_mg,zn_mg,epa,dha,biblio_id,culture,Bibliography
605,Katharina turnicata,121,16,NA,NA,NA,19,Bella Coola,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
606,Katharina turnicata,121,16,NA,NA,NA,19,Tsimshian,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
607,Katharina turnicata,121,16,NA,NA,NA,19,Haida,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
608,Katharina turnicata,121,16,NA,NA,NA,19,Tlingit,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
609,Katharina turnicata,121,16,NA,NA,NA,19,Kwakiutl,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
610,Katharina turnicata,121,16,NA,NA,NA,19,Nootkan,"Drury HM: Nutrients in native soods of southeastern Alaska. Journal of Ethnobiology 1985, 5(2):87-100."
611,Littorina littorea,NA,1.51,NA,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
612,Littorina littorea,NA,1.51,NA,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
613,Littorina littorea,NA,1.51,NA,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
614,Lota lota,NA,0.6,NA,NA,NA,34,Inuit-Inupiaq,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967."
615,Lota lota,NA,0.6,NA,NA,NA,34,Tlingit,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967."
616,Lota lota,NA,0.6,NA,NA,NA,34,Cree,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967."
617,Lota lota,NA,NA,NA,0.063,0.135,59,Inuit-Inupiaq,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
618,Lota lota,NA,NA,NA,0.063,0.135,59,Tlingit,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
619,Lota lota,NA,NA,NA,0.063,0.135,59,Cree,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
620,Lota lota,NA,NA,NA,0.484,0.773,59,Inuit-Inupiaq,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
621,Lota lota,NA,NA,NA,0.484,0.773,59,Tlingit,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
622,Lota lota,NA,NA,NA,0.484,0.773,59,Cree,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
623,Lota lota,NA,NA,NA,0.673,1.14,59,Inuit-Inupiaq,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
624,Lota lota,NA,NA,NA,0.673,1.14,59,Tlingit,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
625,Lota lota,NA,NA,NA,0.673,1.14,59,Cree,"Hyví_nen L, Koivistoinen P: Fatty acid analysis, TAG equivalents as net fat value, and nutritional attributes of fish and fish products. Journal of Food Composition and Analysis 1994, 7(1-2):44-58."
626,Mallotus villosus,NA,NA,NA,0.65,0.2,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
627,Mallotus villosus,NA,NA,NA,0.65,0.2,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
628,Mallotus villosus,NA,NA,NA,0.65,0.2,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
629,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
630,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
631,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
632,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Central Salish,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
633,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Tsimshian,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
634,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Haida,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
635,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Tlingit,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
636,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Kwakiutl,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
637,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Nootkan,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
638,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Cree,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
639,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Montagnais-Naskapi,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
640,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Abenaki,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
641,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Mi'kmaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
642,Melanogrammus aeglefinus,27,0.679,0.788,NA,NA,27,Wampanoag,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
643,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
644,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
645,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
646,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
647,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
648,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
649,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
650,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
651,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
652,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Cree,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
653,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Montagnais-Naskapi,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
654,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
655,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
656,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
657,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
658,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Yupik,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
659,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
660,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Central Salish,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
661,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
662,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
663,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
664,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
665,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
666,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Cree,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
667,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Montagnais-Naskapi,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
668,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
669,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
670,Melanogrammus aeglefinus,NA,NA,NA,0.07,0.14,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
671,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Inuit-Inupiaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
672,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Bella Coola,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
673,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Tsimshian,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
674,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Haida,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
675,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Tlingit,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
676,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Kwakiutl,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
677,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Nootkan,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
678,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Abenaki,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
679,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Mi'kmaq,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
680,Mercenaria mercenaria ,NA,NA,NA,0.09,0.08,55,Wampanoag,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241."
681,Merluccius productus,46,NA,NA,NA,NA,27,Inuit-Inupiaq,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
682,Merluccius productus,46,NA,NA,NA,NA,27,Yupik,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
683,Merluccius productus,46,NA,NA,NA,NA,27,Bella Coola,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981."
