Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,food_name_in_english,body_part,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,bibliography,scientific_name,asfis_scientific_name,genus_species,submitted_name,common_name,location,season,comments_on_data_processing_methods,publication_year,food_item_id,caldata,irondata,zincdata,epadata,dhadata,proteindata,fatdata,data_here,realm
Nemipterus japonicus,0.5,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.12,tropical,demersal,80,32,bc523,Finfish,"Japanese threadfin bream, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,18.17,2.7,fi88,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",Nemipterus japonicus,Nemipterus japonicus,Nemipterus japonicus,Nemipterus japonicus,Japanese threadfin bream,"Malaysia, West coast of Peninsular",NA,NA,2011,0900542,0,0,0,0,0,1,1,2,marine
Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,benthopelagic,95,45,bc87,Finfish,"Yellowbelly rockcod, wild, fillet (belly flaps removed), raw",muscle,NA,NA,NA,NA,NA,19.1,1.9,fi19,Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,Notothenia neglecta,Notothenia neglecta,Notothenia neglecta,Notothenia neglecta,Yellowbelly rockcod,"Unknown, Antarctic waters",Mar 1981,NA,1991,0900087,0,0,0,0,0,1,1,2,marine
Notothenia neglecta,7,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.26,polar,benthopelagic,95,45,bc872,Finfish,"Rock perch, adult fish, muscle flesh, middle portion, raw",muscle,NA,NA,NA,0.51678,0.79431,NA,3.19,fi131,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",Notothenia neglecta,Notothenia neglecta,Notothenia neglecta,Notothenia neglecta,Yellowbelly rockcod,"Antarctic, South Shetlands Archipelago, King George Islands, Admiralty Bay",NA,NA,2007,0900891,0,0,0,1,1,0,1,3,marine
Oblada melanura,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.38,subtropical,benthopelagic,30,36.6,bc413,Finfish,"Saddled bream, wild, edible flesh, raw",muscle,NA,NA,NA,NA,NA,19,1,fi80,"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",Obliada melanura,Oblada melanura,Oblada melanura,Oblada melanura,Saddled seabream,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900432,0,0,0,0,0,1,1,2,marine
Odax pullus,2.35,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2.73,subtropical,demersal,NA,40,bc201,Finfish,"Butterfish, wild, female, skinless fillet, frozen",muscle_skinless,NA,NA,NA,NA,NA,17.9,0.9,fi42,Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,Odax pullus,Odax pullus,Odax pullus,Odax pullus,Butterfish,New Zealand,Jul 1985,NA,1985,0900201,0,0,0,0,0,1,1,2,marine
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,af590,Finfish,"Pink salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,19,4.76,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Pink(=Humpback)salmon,"USA, SE Alaska/Washington",NA,NA,1976,0901894,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,bc283,Finfish,"Pink salmon (marine waters), wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.289409995,0.68509049,NA,3.95,fi59,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",Oncorhynchus gorbusha,Oncorhynchus gorbusha,Oncorhynchus gorbusha,Oncorhynchus gorbusha,Pink salmon,"USA, Alaska, British Columbia, Pacific Northwest waters",Summer,FA converted using XFA,2009,0900302,0,0,0,1,1,0,1,3,freshbrackmarine
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,bc485,Finfish,"Humpback salmon, wild, skinless dorsal muscle fillet, frozen",muscle_skinless,NA,NA,NA,0.166696,0.328416,NA,NA,fi84,"Gladyshev M.I., Sushchik N.N., Gubanenko G.A., Demirchieva S.M., Kalachova G.S. (2006). Effect of way of cooking on content of essential polyunsaturated fatty acids in muscle tissue of humpback salmon (Oncorhynchus gorbuscha). Food Chemistry 96: 446-451",Oncorhynchus gorbuscha,Oncorhynchus gorbusha,Oncorhynchus gorbusha,Oncorhynchus gorbusha,Pink salmon,"Russia, Siberia",NA,FA expressed per DM - conversion to FW,2006,0900504,0,0,0,1,1,0,0,2,freshbrackmarine
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,c526,Finfish,"Pink Salmon, muscle",muscle,13,0.93,NA,NA,NA,20.1,4.8,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Pink Salmon,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,4,freshbrackmarine
Oncorhynchus gorbuscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.39,subtropical,demersal,250,76,c530,Finfish,"Pink Salmon, muscle",muscle,NA,NA,NA,NA,NA,NA,6,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Pink Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,af588,Finfish,"Chum salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,21.3,3.86,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,Oncorhynchus keta,Chum(=Keta=Dog)salmon,"USA, Puget Sound",NA,NA,1976,0901892,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,c534,Finfish,"Chum Salmon, muscle",muscle,11,NA,NA,NA,NA,12,1.5,34,"Heller CA, Scott EM: Composition of Alaskan Foods, 100g. The Alaskan Dietary Survey, 1956-1961. Washington,D.C.: U.S. Gouvernment Printing Office; 1967.",NA,NA,Oncorhynchus keta,Oncorhynchus keta,Chum Salmon,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,c536,Finfish,"Chum Salmon, muscle",muscle,12,0.475,1.37,NA,NA,20.4,4.6,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus keta,Oncorhynchus keta,Chum Salmon,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,5,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,c537,Finfish,"Chum Salmon, whole",whole,NA,NA,NA,NA,NA,14.8,0.8,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus keta,Oncorhynchus keta,Chum Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,c538,Finfish,"Chum Salmon, eggs",eggs,NA,NA,NA,NA,NA,18.4,12.4,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus keta,Oncorhynchus keta,Chum Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus keta,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.54,temperate,benthopelagic,250,100,c541,Finfish,"Chum Salmon, muscle",muscle,NA,NA,NA,NA,NA,NA,3.5,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,Oncorhynchus keta,Oncorhynchus keta,Chum Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,af591,Finfish,"Coho salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,21.7,5.31,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho(=Silver)salmon,"USA, Washington/Oregon/Puget Sound",NA,NA,1976,0901895,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,bc759,Finfish,"Coho salmon, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,22.1,3.4,fi120,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho(=silver)salmon,"USA, WA, Neah Bay",Jul 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900778,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,bc760,Finfish,"Coho salmon, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,20.5,3.2,fi120,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho(=silver)salmon,"USA, WA, Neah Bay",Sep 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900779,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,c543,Finfish,"Coho Salmon, muscle",muscle,NA,NA,NA,NA,NA,21.3,3.3,8,"Nettleton JA, Exler J: Nutrients in wild and farmed fish and shellfish. Journal of Food Science 1992, 57:257-260.",NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,c547,Finfish,"Coho Salmon, muscle",muscle,36,1.345,NA,NA,NA,21.1,5.7,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho Salmon,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,4,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,c548,Finfish,"Coho Salmon, muscle",muscle,NA,NA,NA,7.6,18.6,NA,5.4,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho Salmon,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,3,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,c549,Finfish,"Coho Salmon, muscle",muscle,NA,NA,NA,6.2,15.8,NA,32.2,55,"Ackman RG: Nutritional composition of fats in seafoods. Progress in Food and Nutrition Science 1989, 13:161-241.",NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho Salmon,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,3,freshbrackmarine
Oncorhynchus kisutch,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.18,temperate,demersal,250,107.95,c550,Finfish,"Coho Salmon, eggs",eggs,NA,NA,NA,NA,NA,18.4,11.2,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus kisutch,Oncorhynchus kisutch,Coho Salmon,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,af609,Finfish,"Steelhead trout, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,21.1,9.02,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Salmo gairdneri,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow trout,"USA, SE Alaska",NA,NA,1976,0901913,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,bc763,Finfish,"Rainbow trout, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,20.6,3.8,fi120,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",Salmo gairdneri,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow trout,"USA, MT, Clark Canyon / ID, Snake River",Jun 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900782,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,bc764,Finfish,"Rainbow trout, wild, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,19.5,5.4,fi120,"Nettleton J.A., Exler J. (1992). Nutrients in wild and farmed fish and shellfish. Journal of Food Science 57(2): 257-260",Salmo gairdneri,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow trout,"USA, ID, Snake River",Oct 1988,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900783,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,bc903,Finfish,"Rainbow trout, wild, fillet, raw",muscle,NA,NA,NA,NA,NA,18.29,NA,fi141,"Mai J., Shetty J.K., Kan T.-M., Kinsella J.E. (1980). protein and amino acid composition of select freshwater fish. J. Agric. Food Chem. 28(4): 884-885",Salmo gairdneri,Oncorhynchus mykiss,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow trout,"USA, NY, Ithaca, Cayuga Lake",NA,NA,1980,0900922,0,0,0,0,0,1,0,1,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c553,Finfish,"Rainbow Trout, muscle",muscle,54,NA,NA,NA,NA,24.4,1.5,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,3,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c557,Finfish,"Rainbow Trout, muscle",muscle,NA,NA,NA,NA,NA,20,4.6,8,"Nettleton JA, Exler J: Nutrients in wild and farmed fish and shellfish. Journal of Food Science 1992, 57:257-260.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c561,Finfish,"Rainbow Trout, liver",liver,9,NA,NA,NA,NA,NA,NA,11,"Mann GV, Scott EM, et al.: The health and nutritional status of Alaskan Eskimos. Am J Clin Nutr 1962, 11:31-76.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c564,Finfish,"Rainbow Trout, muscle",muscle,32,2.37,1.28,NA,NA,20.7,6.8,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,5,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c566,Finfish,"Rainbow Trout, whole",whole,NA,3.392,11.8,NA,NA,18.9,9.3,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,4,freshbrackmarine
Oncorhynchus mykiss,2.6,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.53,subtropical,benthopelagic,200,122,c567,Finfish,"Rainbow Trout, eggs",eggs,NA,NA,NA,NA,NA,27.8,9,27,"Sidwell VD: Chemical and Nutritional Composition of Finfishes, Whales, Crustaceans, Mollusks, and Their Products. Maryland: National Oceanic and Atmospheric Administration, Fisheries Office of Science and Technology; 1981.",NA,NA,Oncorhynchus mykiss,Oncorhynchus mykiss,Rainbow Trout,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus tshawytscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.83,temperate,benthopelagic,375,150,af589,Finfish,"Chinook salmon, skinless fillet, raw",muscle_skinless,NA,NA,NA,NA,NA,19.5,11.5,fi195,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Chinook(=Spring=King)salmon,"USA, Oregon/Washington/Alaska",NA,NA,1976,0901893,0,0,0,0,0,1,1,2,freshbrackmarine
Oncorhynchus tshawytscha,2,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.83,temperate,benthopelagic,375,150,bc194,Finfish,"Chinook salmon, wild, boneless, skinless fillet, raw",muscle_skinless,NA,NA,NA,0.44,0.55,NA,7,fi36,"Wander R.C., Patton B.D. (1991) Lipids and fatty acids of three species of Northeast Pacific finfish harvested in summer. Journal of Food Composition and Analysis, 4, 128-135",Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Chinook salmon,"USA, off the OR coast, Pacific Ocean",Sep 1987,CHOLE-: colorimetric method using ferric chloride (Sweeney and Weihrauch 1976),1991,0900194,0,0,0,1,1,0,1,3,freshbrackmarine
