Food Item ID,Database,Subgroup,"Country, region",Type,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS_Sci_name,Season,Other,Sample source,Portion of fish sampled,Life stage,Size of sampled fish,Length,Length_type,Length_source,TL,TL_se,n,n_type,Comments on data processing/methods,Nutrient_ref,BiblioID,EDIBLE,PROTCNT(g),PROTCNP(g),PROT-(g),PROT_g_sd,FAT(g),FAT_sd,FATCE(g),FAT-(g),CHOAVLDF(g),CHOCDF(g),CHO-(g),CA(mg),CA_sd,CA_units,CU(mg),CU_sd,CU_units,FE(mg),FE_sd,FE_units,ID(mcg),K(mg),K_sd,K_units,MN(mg),MN_sd,MN_units,SE(mcg),SE_sd,SE_units,ZN(mg),ZN_sd,ZN_units,VitA_RAE,VitA_RAE_sd,VitA_RAE_units,VIT_E ,VIT_E_sd,VIT_E_units,VITK,VITK_sd,VITK_units,RETOL(mcg),RETOLSUM(mcg),CHOCAL(mcg),VIT_D,VIT_D_sd,VIT_D_units,TOCPHA(mg),THIA(mg),THIA-(mg),RIBF(mg),NIA(mg),NIA-(mg),VITB6A(mg),VITB6_sd,VITB6_units,FOL(mcg),FOL_units,FOL-(mcg),VITB12(mcg),VITC(mg),VITC_sd,VITC_units,Saturated Fatty Acids (total),SAFA_units,22:6 n-3 DHA (g),DHA units,22:6 n-3_sd,Total n-6,n-6 units,Total n-6_sd,20:5 n-3 (EPA),EPA units,20:5 n-3_sd,Total PUFA,Total PUFA units,PUFA_sd,Total n-3 ,Total n-3 units,Total n-3_sd
0900916,INFOODS,Finfish,"USA, Gulf of Mexico",W,35,RRH,NA,"Round herring, wild, fillet, frozen",r,Etrumeus teres,Red-eye round herring,Etrumeus teres,Oct 1992,"mean length and weight of fish: 17cm, 54g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,23.50,NA,NA,NA,2.50,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.67,,0.82,g,NA,0.07,g,NA,0.09,g,NA,1.14,g,NA,1.00,g,NA
0900906,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,MAS,NA,"Chub mackerel, wild, fillet, frozen",r,Scomber japonicus,Chub mackerel,Scomber japonicus,May 1991,"mean length and weight of fish: 21.4cm, 104.2g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,22.20,NA,NA,NA,1.90,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.55,,0.29,g,NA,0.07,g,NA,0.08,g,NA,0.48,g,NA,0.41,g,NA
0900907,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,MAS,NA,"Chub mackerel, wild, fillet, frozen",r,Scomber japonicus,Chub mackerel,Scomber japonicus,Oct 1992,"mean length and weight of fish: 22.7cm, 162g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,20.70,NA,NA,NA,7.90,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,2.28,,1.32,g,NA,0.44,g,NA,0.31,g,NA,2.98,g,NA,2.07,g,NA
0900908,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,MAS,NA,"Chub mackerel, wild, fillet, frozen",r,Scomber japonicus,Chub mackerel,Scomber japonicus,Oct 1992,"mean length and weight of fish: 23.5cm, 182g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,23.50,NA,NA,NA,7.20,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,1.69,,1.51,g,NA,0.36,g,NA,0.26,g,NA,2.83,g,NA,2.20,g,NA
0900909,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,RSC,NA,"Rough scad, wild, fillet, frozen",r,Trachurus lathami,Rough scad,Trachurus lathami,Feb 1991,"mean length and weight of fish: 16.4cm, 50.8g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,19.20,NA,NA,NA,1.00,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.22,,0.27,g,NA,0.03,g,NA,0.06,g,NA,0.39,g,NA,0.36,g,NA
0900910,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,RSC,NA,"Rough scad, wild, fillet, frozen",r,Trachurus lathami,Rough scad,Trachurus lathami,Oct 1992,"mean length and weight of fish: 19.5cm, 103.6g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,20.50,NA,NA,NA,2.40,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.61,,0.53,g,NA,0.12,g,NA,0.09,g,NA,0.90,g,NA,0.73,g,NA
0900911,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,RSC,NA,"Rough scad, wild, fillet, frozen",r,Trachurus lathami,Rough scad,Trachurus lathami,Oct 1992,"mean length and weight of fish: 22.5cm, 146g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,20.90,NA,NA,NA,1.50,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.33,,0.46,g,NA,0.07,g,NA,0.03,g,NA,0.66,g,NA,0.56,g,NA
0900912,INFOODS,Finfish,"USA, Gulf of Mexico",W,37,RSC,NA,"Rough scad, wild, fillet, frozen",r,Trachurus lathami,Rough scad,Trachurus lathami,"Mar 1993, Spawning","mean length and weight of fish: 18.5cm, 88.4g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,FA converted using XFA,NA,fi138,NA,21.10,NA,NA,NA,1.10,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.21,,0.39,g,NA,0.03,g,NA,0.04,g,NA,0.53,g,NA,0.48,g,NA
0902203,INFOODS,Finfish,Ghana,W,33,DEX,NA,"Sea bream, wild, skin-on fillet, raw",r,Dentex sp.,Dentex nei,Dentex spp,NA,"skin-on fillet: head, scales, guts, spine, fin bones removed; cooked in water for 30 min",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,NA,fi139,NA,20.33,NA,NA,NA,NA,NA,NA,2.57,NA,NA,NA,249.29,NA,mg/100g ,0.05,NA,mg,0.71,NA,mg,NA,488.30,NA,mg,NA,NA,mg,NA,NA,mcg,0.61,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.01,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.86,,0.43,g,NA,NA,g,NA,0.14,g,NA,0.72,g,NA,NA,g,NA
0902199,INFOODS,Finfish,Ghana,W,35,SIX,NA,"Flat sardine, wild, skin-on fillet, raw",r,Sardinella sp.,Sardinellas nei,Sardinella spp,NA,"skin-on fillet: head, scales, guts, spine, fin bones removed; cooked in water for 30 min",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,NA,fi139,NA,20.69,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,398.52,NA,mg/100g ,0.07,NA,mg,1.83,NA,mg,NA,499.38,NA,mg,NA,NA,mg,NA,NA,mcg,1.57,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,0.04,,0.03,g,NA,NA,g,NA,0.00,g,NA,0.04,g,NA,NA,g,NA
0902207,INFOODS,Finfish,Ghana,W,12,TLP,NA,"Tilapia, wild, skin-on fillet, raw",r,Tilapia sp.,Tilapias nei,Oreochromis (=Tilapia) spp,NA,"skin-on fillet: head, scales, guts, spine, fin bones removed; cooked in water for 30 min",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,all values expessed per DM - conversion to FW; FA converted using XFA; tr (minerals) = <0.5 mg/kg DM,NA,fi139,NA,17.53,NA,NA,NA,NA,NA,NA,4.35,NA,NA,NA,621.60,NA,mg/100g ,0.05,NA,mg,0.83,NA,mg,NA,380.73,NA,mg,NA,NA,mg,NA,NA,mcg,1.32,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,1.60,,0.13,g,NA,NA,g,NA,0.04,g,NA,0.58,g,NA,NA,g,NA
0902215,INFOODS,Finfish,Ghana,W,33,DEX,NA,"Sea bream, wild, boneless, skin-on flesh, raw",r,Dentex sp.,Dentex nei,Dentex spp,NA,NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,protein value for calculation of AA are taken from fi143,NA,fi140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0902211,INFOODS,Finfish,Ghana,W,35,SIX,NA,"Flat sardine, wild, boneless, skin-on flesh, raw",r,Sardinella sp.,Sardinellas nei,Sardinella spp,NA,NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,protein value for calculation of AA are taken from fi139,NA,fi140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0902219,INFOODS,Finfish,Ghana,W,12,TLP,NA,"Tilapia, wild, boneless, skin-on flesh, raw",r,Tilapia sp.,Tilapias nei,Oreochromis (=Tilapia) spp,NA,NA,come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,protein value for calculation of AA are taken from fi147,NA,fi140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900919,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,11,ATO,NA,"White sucker, wild, fillet, raw",r,Catostomus commersoni,White sucker,Catostomus commersoni,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900920,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,13,FBU,NA,"Burbot, wild, fillet, raw",r,Lota lota,Burbot,Lota lota,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,17.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900924,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,13,FPY,NA,"Yellow perch, wild, fillet, raw",r,Perca flavescens,American yellow perch,Perca flavescens,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,17.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900921,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,13,PXG,NA,"Black crappie, wild, fillet, raw",r,Pomoxis nigromaculatus,Black crappie,Pomoxis nigromaculatus,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,17.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900922,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,23,TRR,NA,"Rainbow trout, wild, fillet, raw",r,Salmo gairdneri,Rainbow trout,Oncorhynchus mykiss,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,18.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900923,INFOODS,Finfish,"USA, NY, Ithaca, Cayuga Lake",W,13,STV,NA,"Walleye pike, wild, fillet, raw",r,Stizostedion vitreum,Walleye,Sander vitreus,NA,NA,come back ,NA,NA,NA,,,,,,1,number of independent analytical samples,NA,NA,fi141,NA,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,NA,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900925,INFOODS,Finfish,"Iran, Tajan river",W,11,RFR,NA,"Kutum, wild, muscle, raw",r,Rutilus frissi kutum,Kutum,Rutilus frisii,NA,"mean length and weigt: 40.1cm, 733g, female, age: 1-2yr",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg/100g ,0.17,NA,mg,0.56,NA,mg,NA,NA,NA,mg,0.08,NA,mg,NA,NA,mcg,0.06,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900931,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Mar 2007,"size range and mean weight: 18.5-22.4cm, 168.86g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,15.13,NA,NA,NA,7.10,NA,NA,NA,NA,NA,NA,47.01,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,183.17,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900930,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Feb 2007,"size range and mean weight: 19.2-23.9cm, 20.964g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,15.41,NA,NA,NA,5.71,NA,NA,NA,NA,NA,NA,49.82,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,172.61,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900928,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Dec 2006,"size range and mean weight: 20.4-23.9cm, 220.4g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,16.08,NA,NA,NA,10.38,NA,NA,NA,NA,NA,NA,50.29,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,181.48,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900929,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Jan 2007,"size range and mean weight: 17.6-39.8cm, 357.83g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,15.54,NA,NA,NA,5.67,NA,NA,NA,NA,NA,NA,55.14,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,185.32,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900932,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Apr 2007,"size range and mean weight: 18.2-37.9cm, 348.41g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,15.83,NA,NA,NA,7.46,NA,NA,NA,NA,NA,NA,56.61,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,187.42,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900927,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Nov 2006,"size range and mean weight: 30.2-39.5cm, 513.61g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,15.85,NA,NA,NA,11.68,NA,NA,NA,NA,NA,NA,57.78,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,171.88,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900926,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Oct 2006,"size range and mean weight: 29.2-48.9cm, 645.62g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,16.18,NA,NA,NA,12.35,NA,NA,NA,NA,NA,NA,59.05,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,153.94,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900934,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Jun 2007,"size range and mean weight: 36.2-44.5cm, 785.98g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,17.28,NA,NA,NA,12.67,NA,NA,NA,NA,NA,NA,61.21,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,165.52,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900936,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Aug 2007,"size range and mean weight: 35.2-43.7cm, 799.08g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,17.24,NA,NA,NA,20.78,NA,NA,NA,NA,NA,NA,62.31,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,155.78,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900935,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Jul 2007,"size range and mean weight: 34.7-44.8cm, 792.32g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,17.54,NA,NA,NA,18.41,NA,NA,NA,NA,NA,NA,63.36,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,152.65,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
0900937,INFOODS,Finfish,"Bangladesh, Chandpur, Agartala fish market",W,24,HIL,NA,"Indian shad, wild, muscle flesh, raw",r,Tenualosa ilisha,Hilsa shad,Tenualosa ilisha,Sep 2007,"size range and mean weight: 33.8-42.2cm, 788.35g",come back ,NA,NA,NA,,,,,,NA,number of independent analytical samples,NA,NA,fi144,NA,17.28,NA,NA,NA,22.08,NA,NA,NA,NA,NA,NA,63.82,NA,mg/100g ,NA,NA,mg,NA,NA,mg,NA,142.04,NA,mg,NA,NA,mg,NA,NA,mcg,NA,NA,mg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mg,NA,,NA,NA,NA,come back,mg,NA,,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA,NA,g,NA
