"","species","CA_mg","ZN_mg","FE_mg","EPA_g","DHA_g","Length","max_length","Subgroup","Habitat","TL","FoodTroph","Herbivory2","Abs_lat","DemersPelag","taxon","max_size","Weight"
"387","Microstomus kitt",NA,NA,NA,NA,NA,65,53,"Finfish","marine",3.22,3.21,"mainly animals (troph. 2.8 and up)",62.1,"demersal","Flounders, halibuts, soles",1.70173920628232,2950
"388","Microstomus kitt",NA,NA,NA,NA,NA,65,53,"Finfish","marine",3.22,3.21,"mainly animals (troph. 2.8 and up)",59.042913,"demersal","Flounders, halibuts, soles",1.70173920628232,2950
"389","Microstomus kitt",NA,NA,NA,NA,NA,65,53,"Finfish","marine",3.22,3.21,"mainly animals (troph. 2.8 and up)",59.042913,"demersal","Flounders, halibuts, soles",1.70173920628232,2950
"390","Microstomus pacificus",11.9,0.3179,0.18,NA,NA,76,62,"Finfish","marine",3.27,3.34,"mainly animals (troph. 2.8 and up)",56.167222,"demersal","Flounders, halibuts, soles",2.26137503797676,3500
"391","Microstomus pacificus",11.5,0.3428,0.2,NA,NA,76,62,"Finfish","marine",3.27,3.34,"mainly animals (troph. 2.8 and up)",44.636784,"demersal","Flounders, halibuts, soles",2.26137503797676,3500
"392","Microstomus pacificus",20.2,0.5056,0.26,NA,NA,76,62,"Finfish","marine",3.27,3.34,"mainly animals (troph. 2.8 and up)",36.974117,"demersal","Flounders, halibuts, soles",2.26137503797676,3500
"393","Microstomus pacificus",NA,NA,NA,0.08,0.09,76,62,"Finfish","marine",3.27,3.34,"mainly animals (troph. 2.8 and up)",45.9053,"demersal","Flounders, halibuts, soles",2.26137503797676,3500
"394","Microstomus pacificus",NA,NA,NA,NA,NA,76,62,"Finfish","marine",3.27,3.34,"mainly animals (troph. 2.8 and up)",46.25,"demersal","Flounders, halibuts, soles",2.26137503797676,3500
"395","Molva dypterygia",NA,NA,NA,NA,NA,155,127,"Finfish","marine",4.48,4.13,"mainly animals (troph. 2.8 and up)",NA,"demersal","Cods, hakes, haddocks",8.05213662457657,30000
"396","Molva dypterygia",NA,NA,NA,NA,NA,155,127,"Finfish","marine",4.48,4.13,"mainly animals (troph. 2.8 and up)",NA,"demersal","Cods, hakes, haddocks",8.05213662457657,30000
"397","Molva molva",NA,NA,NA,NA,NA,200,164,"Finfish","marine",3,4.2,"mainly animals (troph. 2.8 and up)",62.1,"demersal","Cods, hakes, haddocks",40.7571401981865,45000
"398","Molva molva",NA,NA,NA,NA,NA,200,164,"Finfish","marine",3,4.2,"mainly animals (troph. 2.8 and up)",60.657778,"demersal","Cods, hakes, haddocks",40.7571401981865,45000
"399","Monopterus albus",NA,NA,NA,NA,NA,100,100,"Finfish","freshwater",2.9,2.88000011444092,"mainly animals (troph. 2.8 and up)",15.484682,"demersal","Miscellaneous freshwater fishes",0.935962284375049,NA
"400","Monopterus albus",525,1.4,1.1,NA,0.0259462,100,100,"Finfish","freshwater",2.9,2.88000011444092,"mainly animals (troph. 2.8 and up)",14.903036,"demersal","Miscellaneous freshwater fishes",0.935962284375049,NA
"401","Mora moro",NA,NA,NA,0.040644489,0.102507995,80,80,"Finfish","marine",3.75,3.75,"mainly animals (troph. 2.8 and up)",57.596278,"bathypelagic","Cods, hakes, haddocks",6.21762150353582,NA
"402","Mormyrus rume",359,6,1,NA,NA,100,100,"Finfish","freshwater",2.5,2.48,"plants/detritus+animals (troph. 2.2-2.79)",11.066667,"demersal","Miscellaneous freshwater fishes",4.46722540676659,5300
"403","Morone saxatilis",NA,NA,NA,0.030294607,0.039406969,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",39.417895,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"404","Morone saxatilis",NA,NA,NA,0.109320718,0.092059552,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",39.035249,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"405","Morone saxatilis",NA,NA,NA,0.144192955,0.0885191,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",39.035249,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"406","Morone saxatilis",NA,NA,NA,0.202316218,0.217035819,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",38.348222,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"407","Morone saxatilis",NA,NA,NA,0.108376051,0.137723084,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",38.174196,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"408","Morone saxatilis",NA,NA,NA,0.153419175,0.2022475,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",38.348222,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"409","Morone saxatilis",NA,NA,NA,0.116950645,0.127684165,200,164,"Finfish","freshwater",4.34,4.47,"mainly animals (troph. 2.8 and up)",38.348222,"demersal","Miscellaneous diadromous fishes",59.0977955104642,57000
"410","Mugil cephalus",NA,NA,NA,NA,NA,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"411","Mugil cephalus",NA,NA,NA,0.170965683,0.086497201,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",37.370157,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"412","Mugil cephalus",NA,NA,NA,0.18973185,0.138955993,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",38.963745,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"413","Mugil cephalus",NA,NA,NA,0.0878312,0.0988101,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"414","Mugil cephalus",NA,NA,NA,NA,NA,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"415","Mugil cephalus",NA,NA,NA,NA,NA,100,120,"Finfish","marine",2.13,2.48,"mainly plants/detritus (troph. 2-2.19)",39.019184,"benthopelagic","Miscellaneous coastal fishes",14.688,NA
"416","Mugil liza",NA,NA,NA,0.24252,0.63468,80,63,"Finfish","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",23.372169,"demersal","Miscellaneous coastal fishes",2.99211460402688,9000
"417","Mullus surmuletus",NA,NA,NA,NA,NA,40,40,"Finfish","marine",3.4,3.46,"mainly animals (troph. 2.8 and up)",34.208024,"demersal","Miscellaneous coastal fishes",0.867851319177146,1000
"418","Mustelus lenticulatus",NA,NA,NA,NA,NA,125,125,"Finfish","marine",3.5,3.5,"mainly animals (troph. 2.8 and up)",40.900557,"demersal","Sharks, rays, chimaeras",7.17276402435901,NA
"419","Mycteroperca acutirostris",NA,NA,NA,0.44233,1.24747,80,80,"Finfish","marine",3.4,3.4,"mainly animals (troph. 2.8 and up)",23.372169,"reef-associated","Miscellaneous coastal fishes",6.10089513855224,10000
"420","Mycteroperca rubra",NA,NA,NA,0.041560536,0.117860604,144,144,"Finfish","marine",4.1,4.13,"mainly animals (troph. 2.8 and up)",37.370157,"demersal","Miscellaneous coastal fishes",NA,49700
"421","Mystus vittatus",NA,NA,NA,NA,NA,21,21,"Finfish","freshwater",3.1,3.97,"mainly animals (troph. 2.8 and up)",22.816667,"demersal","Miscellaneous freshwater fishes",0.128275150079418,NA
"422","Mastacembelus armatus",NA,NA,NA,NA,NA,90,90,"Finfish","freshwater",3.3,2.78,"plants/detritus+animals (troph. 2.2-2.79)",24.4333,"demersal","Miscellaneous freshwater fishes",1.44018447637902,500
"423","Mastacembelus armatus",NA,NA,NA,NA,NA,90,90,"Finfish","freshwater",3.3,2.78,"plants/detritus+animals (troph. 2.2-2.79)",24.4333,"demersal","Miscellaneous freshwater fishes",1.44018447637902,500
"424","Nandus nandus",NA,NA,NA,NA,NA,20,20,"Finfish","freshwater",3.9,3.89,"mainly animals (troph. 2.8 and up)",22.816667,"benthopelagic","Miscellaneous freshwater fishes",0.10184789113657,NA
"425","Nemipterus japonicus",NA,NA,NA,NA,NA,32,32,"Finfish","marine",3.82,3.76999998092651,"mainly animals (troph. 2.8 and up)",3.144341,"demersal","Miscellaneous coastal fishes",0.121861881449085,596
"426","Notopterus notopterus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",3.5,3.4,"mainly animals (troph. 2.8 and up)",22.816667,"demersal","Miscellaneous freshwater fishes",1.55718911084939,NA
"427","Notopterus notopterus",NA,NA,NA,NA,NA,60,122,"Finfish","freshwater",3.7,3.4,"mainly animals (troph. 2.8 and up)",15.484682,"demersal","Miscellaneous freshwater fishes",NA,NA
"428","Notothenia neglecta",NA,NA,NA,NA,NA,45,45,"Finfish","marine",3.1,3.26,"plants/detritus+animals (troph. 2.2-2.79)",82.862752,"benthopelagic","Miscellaneous coastal fishes",1.15886563096846,NA
"429","Notothenia neglecta",NA,NA,NA,0.51678,0.79431,45,45,"Finfish","marine",3.1,3.26,"plants/detritus+animals (troph. 2.2-2.79)",62,"benthopelagic","Miscellaneous coastal fishes",1.15886563096846,NA
"430","Oblada melanura",NA,NA,NA,NA,NA,34,34,"Finfish","marine",3,3.38,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Miscellaneous coastal fishes",0.54400184857069,NA
"431","Odax pullus",NA,NA,NA,NA,NA,40,40,"Finfish","marine",2.1,2.73,"mainly plants/detritus (troph. 2-2.19)",40.900557,"demersal","Miscellaneous coastal fishes",0.594909450135626,1500
"432","Oncorhynchus kisutch",NA,NA,NA,NA,NA,107.95,88,"Finfish","marine",4.25,4.18,"mainly animals (troph. 2.8 and up)",48.368122,"demersal","Salmons, trouts, smelts",11.1930519201145,15170
"433","Oncorhynchus kisutch",8,0.4,0.4,NA,NA,107.95,88,"Finfish","marine",4.25,4.18,"mainly animals (troph. 2.8 and up)",52.372895,"demersal",NA,11.1930519201145,15170
"434","Oncorhynchus kisutch",NA,NA,NA,NA,NA,107.95,88,"Finfish","marine",4.25,4.18,"mainly animals (troph. 2.8 and up)",48.368122,"demersal","Salmons, trouts, smelts",11.1930519201145,15170
"435","Oncorhynchus kisutch",66,0.7,0.6,NA,NA,107.95,88,"Finfish","marine",4.25,4.18,"mainly animals (troph. 2.8 and up)",52.372895,"demersal",NA,11.1930519201145,15170
"436","Oncorhynchus kisutch",29,0.67,0.8,NA,NA,107.95,76,"Finfish","marine",NA,4.18,"mainly animals (troph. 2.8 and up)",52.372895,"demersal",NA,7.12603173803049,15170
"437","Oncorhynchus mykiss",NA,NA,NA,NA,NA,122,120,"Finfish","freshwater",4.4,3.53,"mainly animals (troph. 2.8 and up)",46.207215,"benthopelagic","Salmons, trouts, smelts",19.0512092482775,25400
"438","Oncorhynchus mykiss",NA,NA,NA,NA,NA,122,120,"Finfish","freshwater",4.4,3.53,"mainly animals (troph. 2.8 and up)",46.207215,"benthopelagic","Salmons, trouts, smelts",19.0512092482775,25400
"439","Oncorhynchus mykiss",NA,NA,NA,NA,NA,122,120,"Finfish","freshwater",4.4,3.53,"mainly animals (troph. 2.8 and up)",42.740759,"benthopelagic","Salmons, trouts, smelts",19.0512092482775,25400
"440","Oncorhynchus tshawytscha",NA,NA,NA,0.44,0.55,150,121,"Finfish","marine",4.4,3.83,"mainly animals (troph. 2.8 and up)",45.9053,"benthopelagic","Salmons, trouts, smelts",29.8483843684906,61400
"441","Oncorhynchus tshawytscha",NA,NA,NA,NA,NA,150,121,"Finfish","marine",4.4,3.83,"mainly animals (troph. 2.8 and up)",45.867615,"benthopelagic","Salmons, trouts, smelts",29.8483843684906,61400
"442","Oncorhynchus keta",44,0.58,0.7,NA,NA,100,100,"Finfish","marine",NA,3.42,"mainly animals (troph. 2.8 and up)",52.372895,"benthopelagic",NA,21.8715260559634,15870
"443","Oncorhynchus mykiss",43,0.66,1.5,NA,NA,122,120,"Finfish","freshwater",NA,3.53,"mainly animals (troph. 2.8 and up)",52.372895,"benthopelagic",NA,19.0512092482775,25400
"444","Oncorhynchus nerka",52,0.9,0.8,NA,NA,84,84,"Finfish","marine",NA,3.23,"mainly animals (troph. 2.8 and up)",52.372895,"pelagic-oceanic",NA,9.69889123556942,7710
"445","Oncorhynchus tshawytscha",26,0.44,0.3,NA,NA,150,150,"Finfish","marine",NA,3.83,"mainly animals (troph. 2.8 and up)",52.372895,"benthopelagic",NA,57.8499470732865,61400
"446","Ophiodon elongatus",NA,NA,NA,NA,NA,152,125,"Finfish","marine",4.32,4.32,"mainly animals (troph. 2.8 and up)",46.25,"demersal","Miscellaneous coastal fishes",NA,59110
"447","Opisthonema oglinum",NA,NA,NA,0.9044,2.527,38,31,"Finfish","marine",3.23,3.6,"mainly animals (troph. 2.8 and up)",23.372169,"reef-associated","Herrings, sardines, anchovies",0.483957388160377,375
"448","Oreochromis niloticus",621.6,1.3209,0.83,0.039166696,0.133166766,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",4.565474,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"449","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",4.565474,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"450","Oreochromis macrochir",NA,NA,NA,0.013985924,0.0574764,43,43,"Finfish","freshwater",2.2,2.21,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.23156343,NA
"451","Oreochromis macrochir",NA,NA,NA,0.018878146,0.12090498,43,43,"Finfish","freshwater",2.2,2.21,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.23156343,NA
"452","Oreochromis macrochir",NA,NA,NA,0.039845871,0.112158748,43,43,"Finfish","freshwater",2.2,2.21,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",1.23156343,NA
"453","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.031297,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"454","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",6.255568,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"455","Oreochromis niloticus",NA,NA,NA,0.012881055,0.076739861,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"456","Oreochromis niloticus",NA,NA,NA,0.01037568,0.04279968,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"457","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.031297,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"458","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.031297,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"459","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.031297,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"460","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.971943,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"461","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.971943,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"462","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",2.516667,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"463","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",2.516667,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"464","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",2.516667,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"465","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",6.255568,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"466","Oreochromis niloticus",NA,NA,NA,0.010859908,0.048743308,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",19.065134,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"467","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",6.255568,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"468","Oreochromis niloticus",NA,NA,NA,0.01365,0.06335,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",1.504705,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"469","Oreochromis niloticus",883,7,3,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",11.066667,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"470","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",7.971943,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"471","Oreochromis niloticus",NA,NA,NA,0.17525383,0.64891283,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",0.033333,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"472","Oreochromis niloticus",NA,NA,NA,NA,NA,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",15.484682,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"473","Oreochromis niloticus",NA,NA,NA,0.02035,0.0714,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",1.433393,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"474","Oreochromis niloticus",NA,NA,NA,0.00874,0.05846,60,60,"Finfish","freshwater",2,2.01999998092651,"mainly plants/detritus (troph. 2-2.19)",0.755775,"benthopelagic","Tilapias and other cichlids",3.65822658200202,4324
"475","Pagellus erythrinus",NA,NA,NA,0.074576297,0.30990909,60,60,"Finfish","marine",3.4,3.46,"mainly animals (troph. 2.8 and up)",38.963745,"benthopelagic","Miscellaneous coastal fishes",2.5570838559963,3240
"476","Pagellus bogaraveo",NA,NA,NA,NA,NA,70,70,"Finfish","marine",3.7,3.73,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Miscellaneous coastal fishes",4.88655182735429,4000
"477","Pagellus bogaraveo",39,0.263,0.15,NA,0.229,70,70,"Finfish","marine",3.66,3.73,"mainly animals (troph. 2.8 and up)",42.575055,"benthopelagic","Miscellaneous coastal fishes",7.61192309174919,4000
"478","Pagellus bogaraveo",64,0.256,0.14,0.018,0.22,70,70,"Finfish","marine",3.66,3.73,"mainly animals (troph. 2.8 and up)",42.575055,"benthopelagic","Miscellaneous coastal fishes",7.61192309174919,4000
"479","Pagellus bogaraveo",69,0.356,0.19,0.018,0.203,70,70,"Finfish","marine",3.66,3.73,"mainly animals (troph. 2.8 and up)",42.575055,"benthopelagic","Miscellaneous coastal fishes",7.61192309174919,4000
"480","Pagellus erythrinus",NA,NA,NA,NA,NA,60,60,"Finfish","marine",3.52,3.46,"mainly animals (troph. 2.8 and up)",34.208024,"benthopelagic","Miscellaneous coastal fishes",4.4496,3240
"481","Pagrus auratus",NA,NA,NA,NA,NA,130,130,"Finfish","marine",3.3,3.47,"mainly animals (troph. 2.8 and up)",39.019184,"reef-associated","Miscellaneous coastal fishes",35.855127417963,20000
"482","Pagrus pagrus",NA,NA,NA,0.030405616,0.153564534,91,90,"Finfish","marine",3.8,3.55,"mainly animals (troph. 2.8 and up)",37.370157,"benthopelagic","Miscellaneous coastal fishes",10.8867887551479,7720
"483","Pagrus pagrus",NA,NA,NA,NA,NA,91,90,"Finfish","marine",3.8,3.55,"mainly animals (troph. 2.8 and up)",34.208024,"benthopelagic","Miscellaneous coastal fishes",10.8867887551479,7720
"484","Pagrus pagrus",NA,0.61,1.42,0.0364,0.0988,91,75,"Finfish","marine",3.65,3.55,"mainly animals (troph. 2.8 and up)",14.764504,"benthopelagic","Miscellaneous coastal fishes",6.55243766664437,7720
"485","Pagrus pagrus",NA,NA,NA,0.02631,0.15824,91,75,"Finfish","marine",3.65,3.55,"mainly animals (troph. 2.8 and up)",39.919841,"benthopelagic","Miscellaneous coastal fishes",6.55243766664437,7720
"486","Pampus argenteus",NA,NA,NA,NA,NA,60,60,"Finfish","marine",3.18,3.23,"mainly animals (troph. 2.8 and up)",9.71212,"benthopelagic","Miscellaneous pelagic fishes",6.83195841135666,NA
"487","Pampus argenteus",NA,NA,NA,NA,NA,60,60,"Finfish","marine",3.18,3.23,"mainly animals (troph. 2.8 and up)",3.144341,"benthopelagic","Miscellaneous pelagic fishes",6.83195841135666,NA
