species,CA_mg,ZN_mg,FE_mg,EPA_g,DHA_g,Length,max_length,Subgroup,Habitat,TL,FoodTroph,Herbivory2,Abs_lat,DemersPelag,taxon
Phycis blennoides,NA,NA,NA,NA,NA,110,90,Finfish,marine,3.49,3.66,mainly animals (troph. 2.8 and up),39.019184,benthopelagic,"Cods, hakes, haddocks"
Phycis phycis,NA,NA,NA,0.017286005,0.114857545,65,49,Finfish,marine,4.11,3.91,mainly animals (troph. 2.8 and up),37.370157,benthopelagic,"Cods, hakes, haddocks"
Piaractus mesopotamicus,NA,NA,NA,0.05082044,0.138427529,40.5,40.5,Finfish,freshwater,2,2,mainly plants/detritus (troph. 2-2.19),16.837027,demersal,Miscellaneous freshwater fishes
Pimelodus maculatus,NA,NA,NA,0.02215466,0.09466082,51,51,Finfish,freshwater,2.9,2.87,mainly animals (troph. 2.8 and up),19.427757,benthopelagic,Miscellaneous freshwater fishes
Pinirampus pirinampu,NA,NA,NA,0.02333765,0.07001295,120,120,Finfish,freshwater,4.5,4.5,mainly animals (troph. 2.8 and up),19.427757,demersal,Miscellaneous freshwater fishes
Platichthys flesus,NA,NA,NA,NA,NA,60,43,Finfish,marine,3.53,3.3,mainly animals (troph. 2.8 and up),53.164164,demersal,"Flounders, halibuts, soles"
Platichthys flesus,NA,NA,NA,NA,NA,60,43,Finfish,marine,3.53,3.3,mainly animals (troph. 2.8 and up),53.164164,demersal,"Flounders, halibuts, soles"
Platichthys stellatus,NA,NA,NA,NA,NA,91,75,Finfish,marine,3.32,3.5,mainly animals (troph. 2.8 and up),45.867615,demersal,"Flounders, halibuts, soles"
Platichthys stellatus,18,0.45,0.36,NA,NA,91,91,Finfish,marine,NA,3.5,mainly animals (troph. 2.8 and up),52.372895,demersal,NA
Pleurogrammus monopterygius,14.1,0.5067,0.62,NA,NA,56.5,48,Finfish,marine,3.33,3.64,mainly animals (troph. 2.8 and up),57.241325,demersal,Miscellaneous coastal fishes
Pleuronectes platessa,28,0.48,0.19,NA,NA,100,100,Finfish,marine,3.26,3.23,mainly animals (troph. 2.8 and up),63.968654,demersal,"Flounders, halibuts, soles"
Pleuronectes platessa,NA,NA,NA,NA,NA,100,100,Finfish,marine,3.26,3.23,mainly animals (troph. 2.8 and up),53.164164,demersal,"Flounders, halibuts, soles"
Pleuronectes platessa,NA,NA,NA,NA,NA,100,100,Finfish,marine,3.26,3.23,mainly animals (troph. 2.8 and up),53.164164,demersal,"Flounders, halibuts, soles"
Pleuronectes platessa,NA,NA,NA,0.174054112,0.158101627,100,100,Finfish,marine,3.26,3.23,mainly animals (troph. 2.8 and up),63.968654,demersal,"Flounders, halibuts, soles"
Plotosus canius,NA,NA,NA,NA,NA,150,94.2,Finfish,marine,3.3,3.88,mainly animals (troph. 2.8 and up),3.144341,demersal,Miscellaneous coastal fishes
Pogonias cromis,NA,NA,NA,0.0703152,0.092777,170,139,Finfish,marine,3.89,3.89,mainly animals (troph. 2.8 and up),34.941407,demersal,Miscellaneous coastal fishes
Pollachius pollachius,NA,NA,NA,NA,NA,130,107,Finfish,marine,4.15,3.91,mainly animals (troph. 2.8 and up),60.657778,benthopelagic,"Cods, hakes, haddocks"
Pollachius pollachius,NA,NA,NA,NA,NA,130,107,Finfish,marine,4.15,3.91,mainly animals (troph. 2.8 and up),60.657778,benthopelagic,"Cods, hakes, haddocks"
Pollachius virens,10,0.38,0.25,NA,NA,130,130,Finfish,marine,4.4,3.61,mainly animals (troph. 2.8 and up),63.968654,demersal,"Cods, hakes, haddocks"
Pollachius virens,NA,NA,NA,0.071883579,0.254163204,130,130,Finfish,marine,4.4,3.61,mainly animals (troph. 2.8 and up),63.968654,demersal,"Cods, hakes, haddocks"
Pollachius virens,NA,NA,NA,NA,NA,130,107,Finfish,marine,4.38,3.61,mainly animals (troph. 2.8 and up),62.1,demersal,"Cods, hakes, haddocks"
Pollachius virens,NA,NA,NA,NA,NA,130,107,Finfish,marine,4.38,3.61,mainly animals (troph. 2.8 and up),NA,demersal,"Cods, hakes, haddocks"
Polyprion oxygeneios,NA,NA,NA,NA,NA,160,123,Finfish,marine,4.45,4.45,mainly animals (troph. 2.8 and up),40.900557,demersal,Miscellaneous demersal fishes
Pomatomus saltatrix,NA,NA,NA,0.748,2.5058,130,98,Finfish,marine,4.5,4.08,mainly animals (troph. 2.8 and up),23.372169,pelagic-oceanic,Miscellaneous pelagic fishes
Pomatomus saltatrix,NA,NA,NA,NA,NA,130,130,Finfish,marine,4.5,4.08,mainly animals (troph. 2.8 and up),39.019184,pelagic-oceanic,Miscellaneous pelagic fishes
Pomoxis nigromaculatus,NA,NA,NA,NA,NA,49,49,Finfish,freshwater,4.2,3.81,mainly animals (troph. 2.8 and up),42.740759,benthopelagic,Miscellaneous freshwater fishes
Prochilodus reticulatus,19,NA,NA,0.01,NA,28,28,Finfish,freshwater,2,2,mainly plants/detritus (troph. 2-2.19),5.816764,benthopelagic,Miscellaneous freshwater fishes
Protopterus aethiopicus,NA,NA,NA,0.00621,0.0391,200,200,Finfish,freshwater,3.4,3.43,mainly animals (troph. 2.8 and up),0.755775,demersal,Miscellaneous freshwater fishes
Protopterus aethiopicus,NA,NA,NA,0.02162,0.022,200,200,Finfish,freshwater,3.4,3.43,mainly animals (troph. 2.8 and up),1.433393,demersal,Miscellaneous freshwater fishes
Protopterus aethiopicus,NA,NA,NA,0.005,0.064,200,200,Finfish,freshwater,3.4,3.43,mainly animals (troph. 2.8 and up),1.504705,demersal,Miscellaneous freshwater fishes
Pseudoplatystoma fasciatum,NA,NA,NA,NA,NA,104,104,Finfish,freshwater,4.4,4.38,mainly animals (troph. 2.8 and up),7.584134,demersal,Miscellaneous freshwater fishes
Pseudoplatystoma fasciatum,NA,NA,NA,NA,NA,104,104,Finfish,freshwater,4.4,4.38,mainly animals (troph. 2.8 and up),7.584134,demersal,Miscellaneous freshwater fishes
Pseudoplatystoma fasciatum,24.5,NA,NA,0.01,NA,104,104,Finfish,freshwater,4.4,4.38,mainly animals (troph. 2.8 and up),5.816764,demersal,Miscellaneous freshwater fishes
Puntioplites proctozystron,851.73,1.66837,1.1,NA,NA,30,30,Finfish,freshwater,2.7,2.7,plants/detritus+animals (troph. 2.2-2.79),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Puntius sophore,NA,NA,NA,NA,NA,20,18,Finfish,freshwater,2.8,NA,NA,24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Puntius sophore,NA,NA,NA,NA,NA,20,18,Finfish,freshwater,2.8,NA,NA,24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Puntius sophore,NA,NA,NA,NA,NA,20,18,Finfish,freshwater,2.8,NA,NA,24.4333,benthopelagic,"Carps, barbels and other cyprinids"
Rasbora tornieri,812.59,3.055239,0.73,NA,NA,17,17,Finfish,freshwater,3.2,3.2,mainly animals (troph. 2.8 and up),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Rasbora tornieri,NA,NA,NA,NA,NA,17,17,Finfish,freshwater,3.2,3.2,mainly animals (troph. 2.8 and up),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Rasbora tornieri,NA,NA,NA,NA,NA,17,17,Finfish,freshwater,3.2,3.2,mainly animals (troph. 2.8 and up),12.265754,benthopelagic,"Carps, barbels and other cyprinids"
Rastrelliger brachysoma,NA,NA,NA,NA,NA,34.5,32,Finfish,marine,2.72,2.72,plants/detritus+animals (troph. 2.2-2.79),9.71212,pelagic-neritic,Miscellaneous pelagic fishes
Rastrelliger kanagurta,NA,NA,NA,NA,NA,38,32,Finfish,marine,3.19,3.19000005722046,mainly animals (troph. 2.8 and up),3.144341,pelagic-neritic,Miscellaneous pelagic fishes
Rastrineobola argentea,NA,NA,NA,0.14587456,0.17953792,9,9,Finfish,freshwater,3.4,3.41000008583069,mainly animals (troph. 2.8 and up),0.033333,pelagic,Miscellaneous freshwater fishes
Rastrineobola argentea,NA,NA,NA,NA,NA,9,9,Finfish,freshwater,3.4,3.41000008583069,mainly animals (troph. 2.8 and up),2.516667,pelagic,"Carps, barbels and other cyprinids"
Rastrineobola argentea,NA,NA,NA,NA,NA,9,9,Finfish,freshwater,3.4,3.41000008583069,mainly animals (troph. 2.8 and up),2.516667,pelagic,"Carps, barbels and other cyprinids"
Reinhardtius hippoglossoides,NA,NA,NA,NA,NA,80,66,Finfish,marine,4.48,4.09,mainly animals (troph. 2.8 and up),60.529651,benthopelagic,"Flounders, halibuts, soles"
Reinhardtius hippoglossoides,NA,NA,NA,NA,NA,80,66,Finfish,marine,4.48,4.09,mainly animals (troph. 2.8 and up),60.529651,benthopelagic,"Flounders, halibuts, soles"
Reinhardtius hippoglossoides,5.9,0.32,0.09,NA,NA,80,66,Finfish,marine,4.48,4.09,mainly animals (troph. 2.8 and up),63.968654,benthopelagic,"Flounders, halibuts, soles"
Rhizoprionodon terraenovae,NA,NA,NA,0.01,0.068,110,110,Finfish,marine,4.3,4.5,mainly animals (troph. 2.8 and up),25.304304,demersal,"Sharks, rays, chimaeras"
Rutilus frisii,NA,NA,NA,0.17597208,0.127133452,70,70,Finfish,freshwater,3.5,3.3,mainly animals (troph. 2.8 and up),37,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus frisii,NA,NA,NA,0.27876758,NA,70,70,Finfish,freshwater,3.5,3.3,mainly animals (troph. 2.8 and up),35.707481,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus frisii,7.59,0.150696,0.12,NA,NA,70,70,Finfish,freshwater,3.5,3.3,mainly animals (troph. 2.8 and up),35.707481,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus frisii,NA,0.0633,0.56,NA,NA,70,70,Finfish,freshwater,3.5,3.3,mainly animals (troph. 2.8 and up),36.309508,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,13.02,0.35989,0.19,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),54.084241,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,19.12,0.393507,0.18,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),54.117096,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,19.5,0.483252,0.2,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),54.00394,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,NA,NA,NA,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),53.875369,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,21.63,1.22148,0.19,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),54.084241,benthopelagic,"Carps, barbels and other cyprinids"
Rutilus rutilus,12.78,1.102244,0.19,NA,NA,50,50,Finfish,freshwater,2.8,2.87,plants/detritus+animals (troph. 2.2-2.79),54.00394,benthopelagic,"Carps, barbels and other cyprinids"
Salmo salar,NA,NA,NA,0.459944842,3.23096521,150,123,Finfish,marine,4.43,3.76,mainly animals (troph. 2.8 and up),55.028022,benthopelagic,"Salmons, trouts, smelts"
Salmo salar,NA,NA,NA,NA,NA,150,123,Finfish,marine,4.43,3.76,mainly animals (troph. 2.8 and up),53.41291,benthopelagic,"Salmons, trouts, smelts"
Salmo salar,NA,NA,NA,NA,NA,150,123,Finfish,marine,4.43,3.76,mainly animals (troph. 2.8 and up),53.41291,benthopelagic,"Salmons, trouts, smelts"
Salvelinus fontinalis,3.1,0.8,0.18,0.08,0.37,86,86,Finfish,freshwater,3.1,3.74,mainly animals (troph. 2.8 and up),52.998485,demersal,"Salmons, trouts, smelts"
Salvelinus fontinalis,12.7,0.8,0.33,0.24,0.46,86,86,Finfish,freshwater,3.1,3.74,mainly animals (troph. 2.8 and up),47.878794,demersal,"Salmons, trouts, smelts"
Salvelinus namaycush,3,0.5,0.2,0.14,0.3,150,150,Finfish,freshwater,4.3,3.77,mainly animals (troph. 2.8 and up),52.636704,benthopelagic,"Salmons, trouts, smelts"
Sander lucioperca,NA,NA,NA,0.0358448,0.0529336,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),41.53,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,NA,NA,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),61.92411,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,54,0.9,0.7,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),41.53,pelagic,"Carps, barbels and other cyprinids"
Sander lucioperca,51,0.7,0.7,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),41.53,pelagic,"Carps, barbels and other cyprinids"
Sander lucioperca,NA,NA,NA,0.033573,0.109269,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),53.866389,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,1.32,NA,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),36.967401,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,NA,NA,0.054579322,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),35.707481,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,NA,NA,0.002842752,0.005952012,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),36.967401,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,NA,NA,0.00251029,0.00835193,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),38.023757,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,80.56,0.71,0.31,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),37.866667,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,77.88,0.582,0.17,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),37,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,NA,NA,NA,0.009422673,0.06509256,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),37,pelagic,Miscellaneous freshwater fishes
Sander lucioperca,14.16,0.074482,0.09,NA,NA,100,100,Finfish,freshwater,4.3,4.04,mainly animals (troph. 2.8 and up),35.707481,pelagic,Miscellaneous freshwater fishes
Sander vitreus,NA,NA,NA,NA,NA,107,107,Finfish,freshwater,4.5,4.16,mainly animals (troph. 2.8 and up),42.740759,demersal,Miscellaneous freshwater fishes
Sarda orientalis,NA,NA,NA,0.0434448,0.1665384,102,95,Finfish,marine,4.18,4.21000003814697,mainly animals (troph. 2.8 and up),32.750286,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda orientalis,NA,NA,NA,0.1449726,0.5486218,102,95,Finfish,marine,4.18,4.21000003814697,mainly animals (troph. 2.8 and up),32.750286,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda orientalis,NA,NA,NA,0.0397119,0.1623311,102,95,Finfish,marine,4.18,4.21000003814697,mainly animals (troph. 2.8 and up),32.750286,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,70.05,0.412,13.22,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,12.16,0.5549,2.25,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,21.29,1.8137,7.99,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,83.49,2.3925,16.79,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,21.17,0.456,2.52,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,63.77,1.7805,7.97,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,20.38,0.1195,1.92,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,71.08,0.513,13.37,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,79.2,0.2116,0.48,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,NA,NA,NA,0.64443782,0.125495786,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),42.163403,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,21.28,0.4969,1.25,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,NA,NA,NA,0.27328,0.1952,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),23.372169,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,NA,NA,NA,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,59.39,1.4589,4.47,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,NA,NA,NA,0.04522,0.13566,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,50.53,1.5755,1.98,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),41.00527,pelagic-neritic,"Tunas, bonitos, billfishes"
Sarda sarda,NA,NA,NA,NA,NA,91.4,90,Finfish,marine,4.2,4.34,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Tunas, bonitos, billfishes"
Sardina pilchardus,NA,NA,NA,0.18088,0.54264,27.5,27.5,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,NA,NA,27.5,27.5,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,NA,NA,27.5,27.5,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,NA,NA,27.5,27.5,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),39.019184,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.756033343,1.469979064,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.223955595,0.456578635,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.87194,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.04239365,0.182088036,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.87194,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,NA,NA,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),52.355518,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.157890744,0.253980818,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.87194,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.177021601,0.783580986,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.85509,pelagic-neritic,"Herrings, sardines, anchovies"
Sardina pilchardus,NA,NA,NA,0.030018492,0.096160932,27.5,25,Finfish,marine,3.1,2.79,mainly animals (troph. 2.8 and up),41.87194,pelagic-neritic,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,0.36205767,0.41156983,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),38.963745,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,1.368863,0.891139,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),14.764504,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,0.9418079,0.83906522,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,0.318495,0.0780625,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),14.764504,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella aurita,NA,NA,NA,NA,NA,31,25,Finfish,marine,3.21,3.13000011444092,mainly animals (troph. 2.8 and up),34.208024,reef-associated,"Herrings, sardines, anchovies"
Sardinella brasiliensis,NA,NA,NA,0.69615,1.84275,25,25,Finfish,marine,3.1,3.1,mainly animals (troph. 2.8 and up),23.372169,pelagic-neritic,"Herrings, sardines, anchovies"
Sardinella fimbriata,NA,NA,NA,NA,NA,13,13,Finfish,marine,2.7,2.70000004768372,plants/detritus+animals (troph. 2.2-2.79),3.144341,pelagic-neritic,"Herrings, sardines, anchovies"
Sardinella maderensis,NA,NA,NA,1.61435,1.0503,37.3,35,Finfish,marine,3.2,3.2,mainly animals (troph. 2.8 and up),14.764504,pelagic-neritic,"Herrings, sardines, anchovies"
Sardinella maderensis,NA,NA,NA,0.524552,0.312018,37.3,35,Finfish,marine,3.2,3.2,mainly animals (troph. 2.8 and up),14.764504,pelagic-neritic,"Herrings, sardines, anchovies"
Sardinops sagax,NA,NA,NA,0.669362517,1.912046035,39.5,30,Finfish,marine,2.43,2.61,plants/detritus+animals (troph. 2.2-2.79),53.726668,pelagic-neritic,"Herrings, sardines, anchovies"
