,Food.Item.ID,species,taxon,max_size,max_length,TL,lwA,lwB,Habitat,Subgroup,Abs_lat,Latitude,max_length_study,nutrient,concentration,RDI
5304,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,ZN_mg,NA,11
4116,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,FE_mg,NA,18
8868,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,PROTEIN,NA,56
7680,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,FAT,1,70
552,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,CA_mg,NA,1200
6492,900195,Microstomus pacificus,"Flounders, halibuts, soles",2.261375038,62,3.27,0.01222,2.938699961,marine,Finfish,45.9053,45.9053,NA,HG_mcg,NA,NA
2423,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,DHA_g,0.42,1
1235,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,EPA_g,0.35,1
4799,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,ZN_mg,NA,11
3611,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,FE_mg,NA,18
8363,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,PROTEIN,NA,56
7175,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,FAT,5.7,70
47,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,CA_mg,NA,1200
5987,900196,Anoplopoma fimbria,Miscellaneous demersal fishes,10.37237191,98,3.83,0.0058,3.140000105,marine,Finfish,45.9053,45.9053,NA,HG_mcg,NA,NA
2553,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,DHA_g,NA,1
1365,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,EPA_g,NA,1
4929,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,ZN_mg,8,11
3741,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,FE_mg,3,18
8493,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,PROTEIN,18.8,56
7305,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,FAT,3.7,70
177,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,CA_mg,832,1200
6117,900197,Clarias gariepinus,Miscellaneous freshwater fishes,33.99796,170,3.2,0.00692,3,freshwater,Finfish,11.066667,11.066667,NA,HG_mcg,NA,NA
2936,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,DHA_g,NA,1
1748,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,EPA_g,NA,1
5312,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,ZN_mg,6,11
4124,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,FE_mg,1,18
8876,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,PROTEIN,19.2,56
7688,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,FAT,1.46,70
560,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,CA_mg,359,1200
6500,900198,Mormyrus rume,Miscellaneous freshwater fishes,4.467225407,100,2.5,0.01175,2.79,freshwater,Finfish,11.066667,11.066667,NA,HG_mcg,NA,NA
3029,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,DHA_g,NA,1
1841,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,EPA_g,NA,1
5405,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,ZN_mg,7,11
4217,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,FE_mg,3,18
8969,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,PROTEIN,16.15,56
7781,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,FAT,2.64,70
653,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,CA_mg,883,1200
6593,900199,Oreochromis niloticus,Tilapias and other cichlids,3.658226582,60,2,0.01995,2.96,freshwater,Finfish,11.066667,11.066667,NA,HG_mcg,NA,NA
2782,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,DHA_g,NA,1
1594,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,EPA_g,NA,1
5158,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,ZN_mg,NA,11
3970,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,FE_mg,NA,18
8722,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,PROTEIN,19,56
7534,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,FAT,1.6,70
406,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,CA_mg,NA,1200
6346,900200,Hyperoglyphe antarctica,Miscellaneous demersal fishes,33.24830573,115,3.95,0.00962,3.173000097,marine,Finfish,40.900557,-40.900557,50,HG_mcg,NA,NA
3003,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,DHA_g,NA,1
1815,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,EPA_g,NA,1
5379,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,ZN_mg,NA,11
4191,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,FE_mg,NA,18
8943,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,PROTEIN,17.9,56
7755,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,FAT,0.9,70
627,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,CA_mg,NA,1200
6567,900201,Odax pullus,Miscellaneous coastal fishes,0.59490945,40,2.1,0.00692,3.08,marine,Finfish,40.900557,-40.900557,43,HG_mcg,NA,NA
2784,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,DHA_g,NA,1
1596,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,EPA_g,NA,1
5160,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,ZN_mg,NA,11
3972,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,FE_mg,NA,18
8724,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,PROTEIN,20.6,56
7536,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,FAT,1.2,70
408,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,CA_mg,NA,1200
6348,900202,Hyporhamphus ihi,Miscellaneous pelagic fishes,0.021798099,26,3.2,0.00102,3.06,marine,Finfish,40.900557,-40.900557,32,HG_mcg,NA,NA
3170,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,DHA_g,NA,1
1982,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,EPA_g,NA,1
5546,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,ZN_mg,NA,11
4358,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,FE_mg,NA,18
9110,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,PROTEIN,19.8,56
7922,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,FAT,1.8,70
794,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,CA_mg,NA,1200
6734,900203,Polyprion oxygeneios,Miscellaneous demersal fishes,26.17120228,123,4.45,0.0142,2.997999907,marine,Finfish,40.900557,-40.900557,70,HG_mcg,NA,NA
2452,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,DHA_g,NA,1
1264,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,EPA_g,NA,1
4828,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,ZN_mg,NA,11
3640,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,FE_mg,NA,18
8392,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,PROTEIN,21.2,56
7204,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,FAT,8.6,70
76,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,CA_mg,NA,1200
6016,900204,Arripis trutta,Miscellaneous coastal fishes,0.612965432,75,4.07,0.0033,2.809999943,marine,Finfish,40.900557,-40.900557,48,HG_mcg,NA,NA
2963,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,DHA_g,NA,1
1775,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,EPA_g,NA,1
5339,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,ZN_mg,NA,11
4151,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,FE_mg,NA,18
8903,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,PROTEIN,21.4,56
7715,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,FAT,0.9,70
587,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,CA_mg,NA,1200
6527,900205,Mustelus lenticulatus,"Sharks, rays, chimaeras",7.172764024,125,3.5,0.00178,3.15,marine,Finfish,40.900557,-40.900557,88,HG_mcg,NA,NA
3550,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,DHA_g,NA,1
2362,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,EPA_g,NA,1
5926,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,ZN_mg,NA,11
4738,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,FE_mg,NA,18
9490,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,PROTEIN,21.2,56
8302,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,FAT,1,70
1174,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,CA_mg,NA,1200
7114,900206,Triakidae,"Sharks, rays, chimaeras",30.9583486,193,4.2,0.00331,3.05,marine,Finfish,40.900557,-40.900557,74,HG_mcg,NA,NA
3411,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,DHA_g,NA,1
2223,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,EPA_g,NA,1
5787,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,ZN_mg,NA,11
4599,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,FE_mg,NA,18
9351,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,PROTEIN,18.8,56
8163,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,FAT,5.2,70
1035,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,CA_mg,NA,1200
6975,900207,Squalus acanthias,"Sharks, rays, chimaeras",11.38739591,130,4.3,0.0031,3.105600119,marine,Finfish,40.900557,-40.900557,71,HG_mcg,NA,NA
3271,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,DHA_g,0.096160932,1
2083,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,EPA_g,0.030018492,1
5647,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,ZN_mg,NA,11
4459,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,FE_mg,NA,18
9211,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,PROTEIN,20.36,56
8023,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,FAT,0.54,70
895,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,CA_mg,NA,1200
6835,900208,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,HG_mcg,NA,NA
3272,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,DHA_g,0.182088036,1
2084,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,EPA_g,0.04239365,1
5648,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,ZN_mg,NA,11
4460,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,FE_mg,NA,18
9212,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,PROTEIN,20.43,56
8024,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,FAT,0.78,70
896,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,CA_mg,NA,1200
6836,900209,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,HG_mcg,NA,NA
3274,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,DHA_g,0.253980818,1
2086,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,EPA_g,0.157890744,1
5650,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,ZN_mg,NA,11
4462,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,FE_mg,NA,18
9214,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,PROTEIN,24.77,56
8026,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,FAT,2.29,70
898,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,CA_mg,NA,1200
6838,900210,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,15,HG_mcg,NA,NA
3273,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,DHA_g,0.456578635,1
2085,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,EPA_g,0.223955595,1
5649,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,ZN_mg,NA,11
4461,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,FE_mg,NA,18
9213,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,PROTEIN,23.98,56
8025,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,FAT,3.15,70
897,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,CA_mg,NA,1200
6837,900211,Sardina pilchardus,"Herrings, sardines, anchovies",0.134571996,25,3.1,0.0071,3.059999943,marine,Finfish,41.87194,41.87194,18,HG_mcg,NA,NA
2565,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,DHA_g,0.048670405,1
1377,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,EPA_g,0.025603087,1
4941,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,ZN_mg,NA,11
3753,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,FE_mg,NA,18
8505,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,PROTEIN,NA,56
7317,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,FAT,1.03,70
189,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,CA_mg,NA,1200
6129,900212,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.116386,15.116386,NA,HG_mcg,NA,NA
2566,900213,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.072255,15.072255,NA,DHA_g,0.057750094,1
1378,900213,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.072255,15.072255,NA,EPA_g,0.030511027,1
4942,900213,Clarias macrocephalus,Miscellaneous freshwater fishes,14.06686346,120,3.2,0.00776,3.01,freshwater,Finfish,15.072255,15.072255,NA,ZN_mg,NA,11
